Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days),tract,geoid,block_group
82781,Graffiti,32.80520931,-117.175422,6/1/16,"Graffiti  at Genesee Ave, San Diego, CA 92111, USA",Assigned,Tagging on the block wall behind the bus stop on the corner of Genesee and Marlesta Dr and along Genesee Ave between Marlesta Dr and Balboa Ave on the south bound side of  Genesee.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxZdAAI,,90,008509,060730085093,3
82801,Graffiti,32.69568418,-117.1023862,6/1/16,"Graffiti Removal at NATIONAL AV & S 43RD ST,, 92113",Assigned,GRAFFITI LARGE BLACK ON WALL CURSE WORDS ACROSS THE STREET FROM PARK.   PER CHARLES BURKS 619 398-6716,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxgZAAQ,,90,003602,060730036021,1
82819,Graffiti,32.699874,-117.133085,6/1/16,"Graffiti  at 567 S 28th St San Diego, CA 92113",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxpvAAA,6/7/16,6,003902,060730039021,1
82820,Graffiti,32.699865,-117.13309,6/1/16,"Graffiti  at 567 S 28th St San Diego, CA 92113",Acknowledged,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxq0AAA,,90,003902,060730039021,1
82821,Graffiti,32.699859,-117.1331,6/1/16,"Graffiti  at 567 S 28th St San Diego, CA 92113",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxqAAAQ,6/9/16,7,003902,060730039021,1
82822,Graffiti,32.699795,-117.132679,6/1/16,"Graffiti  at 567 S 28th St San Diego, CA 92113",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxqFAAQ,6/15/16,13,003902,060730039021,1
82823,Graffiti,32.699775,-117.132701,6/1/16,"Graffiti  at 567 S 28th St San Diego, CA 92113",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxqPAAQ,6/7/16,6,003902,060730039021,1
82824,Graffiti,32.699782,-117.132695,6/1/16,Graffiti  at N32.70 E117.13,Assigned,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxqUAAQ,,90,003902,060730039021,1
82825,Graffiti,32.69962,-117.132732,6/1/16,"Graffiti  at 567 S 28th St San Diego, CA 92113",Assigned,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxqZAAQ,,90,003902,060730039021,1
82826,Graffiti,32.699539,-117.132564,6/1/16,"Graffiti  at 567 S 28th St San Diego, CA 92113",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxqjAAA,6/7/16,6,003902,060730039021,1
82827,Graffiti,32.699586,-117.132507,6/1/16,"Graffiti  at 567 S 28th St San Diego, CA 92113",Assigned,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxqoAAA,,90,003902,060730039021,1
82831,Graffiti,32.767223,-117.139725,6/1/16,"Graffiti  at 2399 Camino Del Rio S San Diego, CA 92108",Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxsfAAA,,90,001000,060730010001,1
82833,Graffiti,32.7843644,-117.0863782,6/1/16,"Graffiti  at 4950 Waring Road (~136 segments)., San Diego, CA, United States",Assigned,Graffiti is located on a wall on the west side of Waring Road just before the freeway on ramp to 8 West,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxuWAAQ,,90,009604,060730096044,4
82845,Graffiti,32.7610069,-117.1217898,6/1/16,"Graffiti  at 3340 Madison Avenue, San Diego, CA 92116, United States",Assigned,As seen on today's 10News broadcast.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ry3nAAA,,90,001800,060730018003,3
82861,Graffiti,32.574357,-117.097337,6/2/16,"Graffiti  at 1216 Thermal Avenue, San Diego, CA, United States",Closed - Referred,Graffiti is located on the west side of the utility box.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ryquAAA,,89,010104,060730101042,2
82876,Graffiti,32.57282185,-117.0761874,6/2/16,"Graffiti Removal at 2600 GROVE AV, 92154",Closed,Graffiti on sidewalk and street on Grove Avenue between 25th and 27th,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rz2gAAA,6/7/16,6,010106,060730101062,2
82895,Graffiti,32.68207478,-117.0425989,6/2/16,"Graffiti Removal at S WOODMAN ST & ALSACIA ST,, 92139",Closed,Red graffiti on container east side of woodman before Alsacia,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rzI5AAI,6/10/16,8,003208,060730032083,3
82937,Graffiti,32.7553976,-117.1087698,6/2/16,"Graffiti  at 4024 El Cajon Boulevard, San Diego, CA, United States",Duplicate,The North Kiosk was graffitied with what appears to be gang lettering.  The graffiti is located on the rear of the kiosk and upper level visible looking south.  The graffiti is also visible from the I-15 southbound lanes.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rztzAAA,,89,002100,060730021003,3
82942,Graffiti,32.756833,-117.109641,6/2/16,"Graffiti  at 4388 40th St San Diego, CA 92105",Closed,Traffic signal controller,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s04nAAA,6/7/16,6,002100,060730021004,4
82954,Graffiti,32.5787387,-117.101577,6/2/16,"Graffiti  at 1008 15th St San Diego, CA 92154",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s0K2AAI,6/11/16,9,010103,060730101033,3
82956,Graffiti,32.73838133,-117.096569,6/2/16,Graffiti Removal at 4551 REDWOOD ST,Closed,OFFENSIVE TAGGING ON CONCRETE FENCE,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s0M3AAI,6/14/16,12,002602,060730026021,1
82959,Graffiti,32.7014719,-117.1161498,6/2/16,"Graffiti  at 3630 Ocean View Blvd, San Diego, CA, United States",Closed,"I've already painted it over, but I took pictures. You should allow for image uploadWall in front of my house.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s0OJAAY,6/2/16,0,003501,060730035011,1
82961,Graffiti,32.7158584,-117.1295872,6/2/16,"Graffiti  at 30th St. & Broadway, San Diego, CA",Assigned,Graffiti on traffic signal,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s0QeAAI,,89,004100,060730041003,3
82962,Graffiti,32.78727296,-117.0839609,6/2/16,"Graffiti  at 4813-4975 Waring Rd, San Diego, CA 92120, USA",Assigned,"When driving north on Waring road, up on the cliff to the right, a drainage mechanism has been vandalized with graffiti.   The cement drainage mechanism is directly below the Presbyterian church on the cliff.    I don't think there is an exact address available because the graffiti is on the side of the cliff. The graffiti has been there for over 1 month.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s0QjAAI,,89,009703,060730097033,3
82970,Graffiti,32.70274511,-117.1295079,6/2/16,"Graffiti Removal at 321 S 30TH ST, 92113",Closed,BEHIND ADDRESS IN ALLEY,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s0eCAAQ,6/30/16,28,003901,060730039013,3
82975,Graffiti,32.6797339,-117.0404899,6/2/16,"Graffiti Removal at TOOMA ST & S WOODMAN ST,, 92139",Closed,remove graffiti from street signs and utility boxes,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s0jHAAQ,6/7/16,5,003208,060730032084,4
82985,Graffiti,32.69804531,-117.1432531,6/2/16,"Graffiti Removal at 2016 NEWTON AV, 92113",Assigned,GRAFFITI ON WOODEN GARAGE DOOR,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s0s9AAA,,89,005000,060730050001,1
82991,Graffiti,32.69804531,-117.1432531,6/2/16,"Graffiti Removal at 2022 NEWTON AV, 92113",Assigned,GRAFFITI ON HOUSE IN ALLEY,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s0v8AAA,,89,005000,060730050001,1
83026,Graffiti,32.578396,-117.101293,6/2/16,"Graffiti  at 1504 Elder Ave San Diego, CA 92154",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s1XqAAI,6/7/16,5,010103,060730101033,3
83068,Graffiti,32.83440648,-117.1787558,6/2/16,"Graffiti Removal at LIMERICK AV & CLAIREMONT MESA BL,, 92117",Closed,GRAFFITI ON WALL.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s2Z5AAI,6/15/16,12,008505,060730085052,2
83070,Graffiti,32.8343275,-117.1787292,6/2/16,"Graffiti Removal - Commercial at LIMERICK AV & CLAIREMONT MESA BL,, 92117",Closed,GRAFFITI ON UTILITY BOX,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s2abAAA,6/9/16,6,008507,060730085076,6
83077,Graffiti,32.780632,-117.177101,6/2/16,"Graffiti  at 6510 Kelly St San Diego, California 92111",Closed,Gang,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s2fgAAA,6/23/16,20,009000,060730090001,1
83083,Graffiti,32.74861,-117.139994,6/2/16,"Graffiti  at 3911 Louisiana St San Diego, CA 92104",Closed,Tag on ATT phone box,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s2ltAAA,6/15/16,12,000900,060730009002,2
83092,Graffiti,32.9420331,-117.0842824,6/2/16,"Graffiti Removal at SPRINGBROOK DR & SPRING MEADOW LN,, 92128",Closed,GRAFFITI ON THE BACK OF A STUCCO WALL,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s2rwAAA,6/16/16,13,017042,060730170423,3
83096,Graffiti,32.74644167,-117.24498,6/2/16,Graffiti  at 4753 Cape May Ave,Acknowledged,Across alley from 4753 Cape May Ave. It started with one graffiti and now there are three spots.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s2vAAAQ,,89,007502,060730075021,1
83112,Graffiti,32.83588698,-117.2222856,6/2/16,"Graffiti  at 4801-4825 Gallatin Way, San Diego, CA 92117, USA",Closed - Referred,"Graffiti painted on right side of large green utility box. Image was taken from Google Maps, and does not show the vandalism.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s34WAAQ,,89,008501,060730085012,2
83130,Graffiti,32.75717784,-117.1067801,6/2/16,"Graffiti  at 4110 Meade Ave, San Diego, CA 92116, USA",Closed,Cylindrical dome about 1 foot tall in front of this address just off alley entrance tagged,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s39gAAA,6/7/16,5,002100,060730021003,3
83218,Graffiti,32.80153449,-117.1513519,6/2/16,"Graffiti  at 3136-3166 Berger Ave, San Diego, CA 92123, USA",Closed,"Green graffiti on green utility box, west side of Berger Ave.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s3MQAAY,6/8/16,5,008702,060730087021,1
83219,Graffiti,33.03064076,-117.0884757,6/2/16,Graffiti  at 17401?17417 Matinal Rd,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s3MVAAY,6/8/16,5,017031,060730170312,2
83221,Graffiti,32.80192678,-117.1515503,6/2/16,"Graffiti  at 3168-3184 Berger Ave, San Diego, CA 92123, USA",Closed,"Green graffiti on back of 25MPH sign, west side of Berger Ave.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s3MfAAI,6/8/16,5,008702,060730087021,1
83223,Graffiti,32.80209361,-117.1517542,6/2/16,"Graffiti  at 3168-3184 Berger Ave, San Diego, CA 92123, USA",Closed,"Green graffiti on green utility box, east side of Berger Ave.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s3MuAAI,6/8/16,5,008702,060730087021,1
83237,Graffiti,32.7311056,-117.1686289,6/2/16,Graffiti  at 572?598 W Laurel St,Closed,Spray paint tagging on the Laurel Street.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s3ObAAI,6/7/16,5,006000,060730060003,3
83281,Graffiti,32.755719,-117.133495,6/3/16,Graffiti  at N32.76 E117.13,Closed,Graffiti on Palomar Card Club,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s3tUAAQ,7/9/16,36,001200,060730012003,3
83287,Graffiti,32.81785345,-117.2016289,6/3/16,Graffiti  at 4212 Feather Ave,Closed,On public sidewalk,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s3y0AAA,6/15/16,12,008504,060730085043,3
83290,Graffiti,32.74860372,-117.1256084,6/3/16,Graffiti  at 3180 University Ave,Closed,Tags on paper boxes in front of CVS,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s41JAAQ,6/15/16,12,001600,060730016004,4
83301,Graffiti,32.7178655,-117.1515978,6/3/16,"Graffiti  at 1400 B St, San Diego, CA 92101",Closed,"Graffiti around1400-1500 B St, San Diego, along the walls of the tunnel, on the south curb line area.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s4L4AAI,6/29/16,26,005200,060730052001,1
83314,Graffiti,32.71137361,-117.0991006,6/3/16,Graffiti  at 4453 Market St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s4sNAAQ,6/8/16,5,003404,060730034042,2
83321,Graffiti,32.70078188,-117.1187643,6/3/16,"Graffiti Removal at S 35TH ST & OCEAN VIEW BL,, 92113",Closed,GRAFFITI REMOVAL,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s51eAAA,6/8/16,5,003502,060730035021,1
83328,Graffiti,32.7110598,-117.1088542,6/3/16,"Graffiti  at 4001 Market Street, San Diego, CA 92102, United States",Closed,An awful mess on both ends (Market side and Whitmore side) of the building at corner of Market Street at Whitmore,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s57wAAA,6/17/16,14,003403,060730034033,3
83338,Graffiti,32.6994131,-117.1125031,6/3/16,"Graffiti Removal at 628 S 38TH ST, 92113",Closed,Graffiti on wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s5DaAAI,8/20/16,78,003502,060730035023,3
83342,Graffiti,32.74837919,-117.1367124,6/3/16,"Graffiti  at 2559 University Ave, San Diego, CA 92104, USA",Closed,"The Pet Store has closed and the vacant building tagged was by SKRT at this location.   SKRT has retagged the United Liquor & Grocery Market at 2549 University Avenue at Hamilton Street.  The owner had just painted out the last SKRT tag.The question ""Offensive"" is very open to interpretation.  I am very offended by a gang tagging multiple buildings on one of North Park's principal commercial corridors but ""SKRT"" it is not  obscene or racist, to my knowledge.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s5FlAAI,6/15/16,12,001400,060730014003,3
83347,Graffiti,32.74852356,-117.1344808,6/3/16,"Graffiti  at 2726 University Ave, San Diego, CA 92104, USA",Closed,"The Pet Store has closed and the vacant building tagged was by SKRT at this location.   SKRT has retagged the United Liquor & Grocery Market at 2549 University Avenue at Hamilton Street.  The question ""Offensive"" is very open to interpretation.  I am very offended by a gang tagging multiple buildings on one of North Park's principal commercial corridors but ""SKRT"" it is not  obscene or racist, to my knowledge.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s5ILAAY,6/15/16,12,001300,060730013005,5
83350,Graffiti,32.75846053,-117.0749292,6/3/16,"Graffiti Removal at 5605 EL CAJON BL, 92115",Closed,"PER CONS THERE IS BLUE GRAFFITI ON THE WALL OF THE PROPERTY. GRAFFITI READS ""SYAD""",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s5JiAAI,6/25/16,22,002804,060730028043,3
83357,Graffiti,32.578833,-117.101418,6/3/16,"Graffiti  at 1008 15th St San Diego, CA 92154",Closed,Graffiti?,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s5XQAAY,6/11/16,8,010103,060730101033,3
83378,Graffiti,32.96223088,-117.1813959,6/3/16,Graffiti  at 6501?6563 Rancho del Sol Way,Closed,Graffiti on brown neighborhood wall on south side of hwy 56 next to rancho Del Sol way just west of the rancho Santa Fe farms rd. Access will require driving into the bike path on the south side of the freeway 56.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s5yCAAQ,6/25/16,22,021500,060730215001,1
83383,Graffiti,32.69644775,-117.1338105,6/3/16,"Graffiti Removal at 903 S 28TH ST, 92113",Closed,PER CONS THERE IS GRAFFITI ON HIS FENCE IT IS BLACK ON ONE SIDE WHITE ON THE OTHER AND IS GANG RELATED.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s63qAAA,6/15/16,12,004900,060730049002,2
83409,Graffiti,32.5764769,-117.0979264,6/3/16,Graffiti  at Coronado& Thalia,Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s6akAAA,6/29/16,25,010104,060730101042,2
83416,Graffiti,32.7560496,-117.0591038,6/3/16,"Graffiti  at 4300 Lerida Drive, San Diego,",Closed,Green paint/marker tagging on sidewalk curb. Corner north east corner Lerida Dr (4300 block) and Marraco Dr (4300 block) in Rolando. I just noticed it today (6/3/16),https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s6nKAAQ,7/15/16,41,002902,060730029022,2
83433,Graffiti,32.72057,-117.14192,6/3/16,"Graffiti  at 2553-2575 Golden Hill Dr San Diego, CA 92102",Closed,On road around park.  West side,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s75dAAA,6/25/16,21,005600,060730056002,2
83441,Graffiti,32.721611,-117.140056,6/3/16,"Graffiti  at 2519-2543 Golden Hill Dr San Diego, CA 92102",Assigned,Tagging on sidewalk by north side parking lot.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s788AAA,,88,005600,060730056002,2
83453,Graffiti,32.5732505,-117.0539917,6/3/16,"Graffiti  at del sol boulevard & picador blvd., san diego",Assigned,There is graffiti on Del Sol Boulevard between Picador Boulevard and the 805 freeway. It is on multiple locations and on both sides of the street. Thank you,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7KEAAY,,88,010004,060730100042,2
83455,Graffiti,32.750381,-117.153628,6/3/16,"Graffiti  at 4065 Vermont St San Diego, CA 92103",Closed,Grafitti on southwest side of pedestrian bridge,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7KnAAI,6/8/16,4,000600,060730006003,3
83470,Graffiti,32.81308587,-117.1742237,6/3/16,"Graffiti  at 3791-3799 Mt Albertine Ave, San Diego, CA 92111, USA",Closed,There is a lot of graffiti in this area that is in the public right of way that needs to be removed ASAP.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7YVAAY,6/15/16,11,008509,060730085094,4
83477,Graffiti,32.729911,-117.102809,6/3/16,"Graffiti Removal at 4276 JUNIPER ST, San Diego",Closed,graffiti all over the alley,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7crAAA,6/15/16,11,,,
83509,Graffiti,32.70078188,-117.1187643,6/3/16,"Graffiti Removal at 3504 OCEAN VIEW BL, 92113",Closed,Tagging on wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7szAAA,6/8/16,4,003502,060730035021,1
83546,Graffiti,32.754787,-117.11655,6/3/16,"Graffiti  at 3551 El Cajon Blvd San Diego, CA 92104",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s80PAAQ,6/10/16,6,001600,060730016001,1
83547,Graffiti,32.754747,-117.116592,6/3/16,"Graffiti  at 3551 El Cajon Blvd San Diego, CA 92104",Closed,North Park Produce,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s80UAAQ,6/29/16,25,001600,060730016001,1
83579,Graffiti,32.74767868,-117.1232869,6/4/16,"Graffiti  at 3274 N Park Way, San Diego, CA 92104, USA",Closed,Multiple tagging on rear walls of property at alley.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8HaAAI,6/23/16,19,001500,060730015001,1
83597,Graffiti,32.757032,-117.109451,6/4/16,"Graffiti  at 4388 40th St San Diego, CA 92105",Closed,Grafitti on back of traffic signal controller,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8JmAAI,6/9/16,5,002100,060730021004,4
83598,Graffiti,32.75707,-117.10953,6/4/16,"Graffiti  at 3967 Meade Ave San Diego, CA 92116",Closed,Grafitti on electric meter box,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8JnAAI,6/9/16,5,002100,060730021004,4
83610,Graffiti,32.7013968,-117.1417521,6/4/16,Graffiti  at 740 Dewey St,Assigned,graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8NEAAY,,87,004900,060730049003,3
83613,Graffiti,32.70148675,-117.1420195,6/4/16,Graffiti  at 1955 Julian Ave,Closed,Gang graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8NxAAI,7/7/16,33,004900,060730049003,3
83745,Graffiti,32.70235539,-117.1408797,6/4/16,Graffiti  at 628?698 Dewey St,Closed,Gang related graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8YRAAY,6/18/16,14,004900,060730049003,3
83784,Graffiti,32.70241444,-117.143232,6/4/16,Graffiti  at 735 Cesar E Chavez Pkwy,Closed,Gang related graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8bfAAA,6/8/16,4,004900,060730049003,3
83805,Graffiti,32.702302,-117.1431497,6/4/16,Graffiti  at 735 Cesar E Chavez Pkwy,Closed,Traffic light pole/gang graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8dMAAQ,6/8/16,4,004900,060730049003,3
83808,Graffiti,32.569101,-117.086901,6/4/16,"Graffiti  at 2156 Iris Ave San Diego, CA 92154",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8dbAAA,6/12/16,8,010110,060730101105,5
83813,Graffiti,32.7023157,-117.1434226,6/4/16,"Graffiti  at Cesar Chavez & Kearney Ave., San Diego",Closed,Gang related graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8e0AAA,6/8/16,4,004900,060730049003,3
84067,Graffiti,32.576889,-117.071202,6/4/16,"Graffiti  at 1084 Madden Ave San Diego, CA 92154",Duplicate,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8y5AAA,,87,010107,060730101074,4
84079,Graffiti,32.576833,-117.071137,6/4/16,"Graffiti  at 1084 Madden Ave San Diego, CA 92154",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8yjAAA,6/12/16,8,010107,060730101074,4
84092,Graffiti,32.7376583,-117.1622234,6/4/16,"Graffiti  at 2957?3099 3rd Ave, san diego",Closed,graffiti under the Maple canyon bridge on Quince Street,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8zwAAA,6/8/16,4,006000,060730060001,1
84293,Graffiti,32.89475581,-117.1174776,6/4/16,"Graffiti Removal at 9550 KEARNY MESA RD, 92126",Closed,LARGE WALL COVERED IN GRAFFITI. YOU CAN SEE IT OFF THE I-15.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s9BLAAY,6/7/16,3,008360,060730083601,1
84319,Graffiti,32.74045271,-117.1027578,6/4/16,Graffiti  at 4250?4254 Thorn St,Closed,Graffiti on wall of alley,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s9GdAAI,6/9/16,4,002501,060730025011,1
84320,Graffiti,32.74034742,-117.1032038,6/4/16,Graffiti  at 4250?4254 Thorn St,Closed,Graffiti on retaining wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s9GiAAI,6/9/16,4,002501,060730025011,1
84489,Graffiti,32.7153378,-117.108681,6/4/16,"Graffiti  at 3990 Hilltop Dr, San Diego",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s9QZAAY,6/23/16,18,003403,060730034031,1
85561,Graffiti,32.808298,-117.064556,6/4/16,"Graffiti  at 5965-6009 Larchwood Ave San Diego, CA 92120",Closed,Graffiti on sidewalk,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAcLAAU,6/12/16,7,009704,060730097043,3
85571,Graffiti,32.745556,-117.122223,6/4/16,"Graffiti  at 3322-3328 Landis St San Diego, CA 92104",Closed,Opposite side light post,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAdiAAE,7/7/16,32,001500,060730015001,1
85575,Graffiti,32.746666,-117.126945,6/4/16,"Graffiti  at 3751 31st St San Diego, CA 92104",Closed,"Apartment complex fence post, access from library parking lot",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAe7AAE,7/15/16,40,001500,060730015004,4
85599,Graffiti,32.76262979,-117.0718087,6/4/16,"Graffiti  at 5852 Adams Ave, San Diego, CA 92115, USA",Closed,"Black colored and green colored graffiti painted on the ""Traffic Warning"" Yellow signs at the end of Adams Ave were it meets with Alice St. These traffic signs are caution/warning signs to advise driver the street ends. They are at the end of the street next to the chainlink fence.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAjWAAU,6/9/16,4,002804,060730028042,2
85600,Graffiti,32.7731387,-117.0556329,6/4/16,"Graffiti  at Reservoir Drive, San Diego, CA, United States",Closed,Graffiti on the flashing radar speed sign located on Reservoir Drive north of Alvarado Rd,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAjgAAE,7/15/16,40,002905,060730029053,3
85609,Graffiti,32.7201491,-117.1037963,6/4/16,"Graffiti  at 4115-4403 Federal Blvd, San Diego, CA 92105, USA",Closed,Graffiti on the concrete support column that supports the ramp from southbound Interstate 805 to eastbound State Route 94.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAn4AAE,6/8/16,3,003401,060730034012,2
85610,Graffiti,32.7225828,-117.0913089,6/4/16,"Graffiti  at 4821 Date St, San Diego, CA 92102, USA",Closed,Graffiti on white fence post near front of property close to city sidewalk facing Brookline Street; more graffiti on gray painted backyard wall facing dirt alley (Marilou Road).,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAnOAAU,6/29/16,24,003401,060730034014,4
85616,Graffiti,32.7715633,-117.137484,6/5/16,Graffiti  at 2401 Camino Del Rio N,Closed,"Object the Graffiti is on (i.e building, street sign, side-walk, trash can, store, etc) Behind dumpster enclosure wall",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAqNAAU,6/11/16,6,009304,060730093042,2
85631,Graffiti,32.56651427,-117.0928958,6/5/16,"Graffiti  at 1890-1898 Leon Ave, San Diego, CA 92154, USA",Closed,"A cinder block wall by the stop sign on the NW corner of 19th and Leon is tagged ""KOD"".",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAxJAAU,6/14/16,9,010104,060730101041,1
85634,Graffiti,32.56712944,-117.0928875,6/5/16,"Graffiti  at 1560-1598 Saturn Blvd, San Diego, CA 92154, USA",Acknowledged,The fence on the west side of Saturn Blvd was tagged. This is across the street from 1651 and 1677 Saturn Blvd.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAxnAAE,,86,010104,060730101041,1
85636,Graffiti,32.56849617,-117.0928797,6/5/16,"Graffiti  at 1522-1558 Saturn Blvd, San Diego, CA 92154, USA",Closed,The fence on the west side of Saturn Blvd has been tagged. This is across the street from 1551 Saturn (Pacific Village Apartments Rental Office).,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAy7AAE,6/15/16,10,010104,060730101041,1
85637,Graffiti,32.57223,-117.091918,6/5/16,Graffiti  at N32.57 E117.09,Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAyRAAU,6/12/16,7,010110,060730101103,3
85652,Graffiti,32.69901349,-117.1145525,6/5/16,Graffiti Removal at 3700?3798 T St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sB08AAE,6/29/16,24,003502,060730035023,3
85669,Graffiti,32.69893208,-117.114587,6/5/16,Graffiti  at 3701?3799 T St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sB2EAAU,6/29/16,23,003502,060730035023,3
