Age (Days),Case Number,Closed Date,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Problem Category,Public Description,SAP URL,Status,Subject,block_group,count,geoid,tract,lighting_count,Id,Id2,Estimate; Median age -- - Total:,Estimate; Median age -- - Male,Estimate; Median age -- - Female,Estimate; Total,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,"Estimate; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more",Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Estimate; Total: - With public assistance income,Estimate; Total: - No public assistance income,Estimate; Per capita income in the past 12 months (in 2014 Inflation-adjusted dollars),Estimate; Total: - Owner occupied,Estimate; Total: - Renter occupied,Estimate; With cash rent: - Less than $100,Estimate; With cash rent: - $100 to $149,Estimate; With cash rent: - $150 to $199,Estimate; With cash rent: - $200 to $249,Estimate; With cash rent: - $250 to $299,Estimate; With cash rent: - $300 to $349,Estimate; With cash rent: - $350 to $399,Estimate; With cash rent: - $400 to $449,Estimate; With cash rent: - $450 to $499,Estimate; With cash rent: - $500 to $549,Estimate; With cash rent: - $550 to $599,Estimate; With cash rent: - $600 to $649,Estimate; With cash rent: - $650 to $699,Estimate; With cash rent: - $700 to $749,Estimate; With cash rent: - $750 to $799,Estimate; With cash rent: - $800 to $899,Estimate; With cash rent: - $900 to $999,"Estimate; With cash rent: - $1,000 to $1,249","Estimate; With cash rent: - $1,250 to $1,499","Estimate; With cash rent: - $1,500 to $1,999","Estimate; With cash rent: - $2,000 or more",Estimate; No cash rent,Estimate; Median value (dollars)
0,102428,,32.711636,-117.160027,8/30/16,Street Light,Base plate on single pole loose and also inspection plate missing,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034S0kAAE,Acknowledged,"Street Light  at 611 Fifth Avenue San Diego, CA 92101",2.0,1,60730053002.0,5300.0,1,1500000US060730053002,60730053002.0,36.5,36.3,38.3,1285.0,1133.0,894.0,29.0,0.0,158.0,0.0,14.0,38.0,0.0,38.0,152.0,153.0,121.0,25.0,26.0,111.0,0.0,33.0,28.0,59.0,24.0,59.0,108.0,65.0,42.0,30.0,34.0,36742,0.0,918.0,42074,13.0,905.0,15.0,0.0,0.0,84.0,0.0,0.0,14.0,39.0,26.0,32.0,0.0,0.0,55.0,14.0,0.0,61.0,0.0,136.0,15.0,363.0,51.0,0.0,-
0,102433,,32.8084096,-117.0644426,8/30/16,Street Light,#10 light is out inside of Ranch Mission Neighborhood Park.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034SL9AAM,Acknowledged,"Street Light Light Out at 6006 Larchwood Avenue, San Diego, CA, United States",2.0,1,60730097042.0,9704.0,1,1500000US060730097042,60730097042.0,34.9,32.0,36.5,979.0,925.0,798.0,43.0,0.0,64.0,0.0,0.0,20.0,0.0,20.0,54.0,12.0,8.0,42.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,23.0,176.0,21.0,34.0,31.0,60.0,88301,8.0,423.0,48478,186.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,128.0,85.0,13.0,11.0,0.0,577800
0,102439,,32.84606892,-117.2688641,8/30/16,Street Light,Light is out most of the time at night.  Still shows super lower glow sometimes. South/West corner of Torrey Pines Rd and Exchange Pl,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Sg2AAE,Duplicate,"Street Light Light Out at 7756 Exchange Pl, La Jolla, CA 92037, USA",3.0,1,60730082003.0,8200.0,1,1500000US060730082003,60730082003.0,43.4,42.9,43.4,845.0,785.0,714.0,1.0,0.0,58.0,0.0,0.0,12.0,0.0,12.0,60.0,15.0,0.0,0.0,7.0,9.0,0.0,21.0,22.0,0.0,33.0,66.0,27.0,0.0,12.0,40.0,154.0,146250,0.0,406.0,95537,216.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,16.0,38.0,41.0,43.0,9.0,"1,000,000+"
30,96925,,32.71158006,-117.1671817,8/1/16,Street Light,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uhKPAAY,Assigned,Street Light Light Out at 448 W Market St,3.0,1,60730054003.0,5400.0,1,1500000US060730054003,60730054003.0,60.4,60.0,60.6,945.0,880.0,747.0,27.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,65.0,9.0,61.0,0.0,0.0,0.0,18.0,0.0,90.0,11.0,65.0,122.0,121.0,26.0,24.0,30.0,88.0,70509,0.0,665.0,79641,232.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,237.0,74.0,23.0,603700
0,102442,,32.8330737,-117.1950448,8/30/16,Street Light,"The steet light is ok, the concrete pole base plate cover is broken, falling down and  someone can reach inside to wires. Pole is on the NW corner of Genesee @ Bannock Ave.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034ShtAAE,Acknowledged,"Street Light Light Out at 4852 Genesee Ave, San Diego, CA, United States",1.0,1,60730085041.0,8504.0,1,1500000US060730085041,60730085041.0,51.8,38.2,56.2,584.0,427.0,339.0,0.0,0.0,24.0,0.0,0.0,64.0,0.0,64.0,157.0,0.0,12.0,19.0,0.0,32.0,19.0,0.0,0.0,89.0,9.0,23.0,31.0,0.0,37.0,0.0,0.0,48151,19.0,252.0,30415,83.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,46.0,93.0,40.0,0.0,0.0,381400
0,102443,,32.7519623,-117.2235874,8/30/16,Street Light,"The entire community has been dark for more than 5 weeks!!! Barnard and Worden Streets from Adrian, Bob and Chapman. This area includes 1200+ residents. No lighting at night increases crime risk. I reported this in July and still no reply or fix.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034SiNAAU,New,"Street Light Light Out at 2877 Barnard Street, San Diego, CA, United States",2.0,1,60730068022.0,6802.0,1,1500000US060730068022,60730068022.0,32.2,30.3,37.9,2439.0,1858.0,1644.0,93.0,0.0,105.0,0.0,0.0,16.0,0.0,16.0,581.0,38.0,11.0,0.0,69.0,32.0,0.0,15.0,39.0,27.0,183.0,64.0,311.0,11.0,42.0,0.0,69.0,64495,42.0,869.0,31371,108.0,803.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,51.0,126.0,159.0,402.0,35.0,0.0,364700
0,102461,,33.0142343,-117.0628342,8/30/16,Street Light,light is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034TMwAAM,Acknowledged,"Street Light Light Out at 12375 Orilla Drive, San Diego, CA 92128, United States",1.0,1,60730170141.0,17014.0,1,1500000US060730170141,60730170141.0,79.3,77.4,81.6,1099.0,1062.0,970.0,6.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,37.0,52.0,46.0,51.0,43.0,76.0,40.0,50.0,59.0,10.0,74.0,48.0,61.0,76.0,19.0,32.0,0.0,42623,0.0,737.0,38734,303.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,79.0,177.0,118.0,37.0,0.0,330600
22,86963,7/1/16,32.55825803,-117.0464755,6/9/16,Street Light,The streetlight on the traffic signal at Beyer Blvd and Caminito de Los Ninos is a day burner.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039GPEAA2,Closed,Street Light Light On During Day at 4058 Beyer Blvd,2.0,1,60730100052.0,10005.0,1,1500000US060730100052,60730100052.0,52.5,35.3,57.4,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,7.0,47.0,17.0,33.0,21.0,17.0,25.0,8.0,0.0,0.0,43.0,20.0,0.0,34.0,0.0,0.0,34118,0.0,272.0,15293,149.0,123.0,0.0,0.0,0.0,46.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,236900
78,86967,8/26/16,32.81285605,-117.0840552,6/9/16,Street Light,"Light still out.  350 feet from the end of Tierrasanta Blvd, East side of street.Many people park in the area and leave their cars in the dark because this light is inop.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039GUOAA2,Closed,"Street Light Light Out at 11249-11307 Tierrasanta Blvd, San Diego, CA 92124, USA",2.0,1,60730095072.0,9507.0,1,1500000US060730095072,60730095072.0,29.1,27.7,30.0,441.0,411.0,360.0,0.0,13.0,25.0,0.0,0.0,13.0,0.0,13.0,30.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,0.0,8.0,96.0,0.0,0.0,0.0,12.0,86250,0.0,172.0,42282,34.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,77.0,0.0,8.0,671900
82,86975,,32.79841888,-117.2469477,6/9/16,Street Light,S/L BASE COVER OPEN WIRES EXPOSED,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039GZiAAM,Assigned,Street Light Light Out at 1253 Garnet AV-WIRES EXPOSED,2.0,1,60730079102.0,7910.0,1,1500000US060730079102,60730079102.0,29.2,29.2,29.3,1592.0,1469.0,1369.0,0.0,0.0,54.0,0.0,0.0,46.0,0.0,46.0,123.0,151.0,4.0,16.0,25.0,36.0,14.0,25.0,23.0,94.0,64.0,108.0,146.0,51.0,118.0,24.0,19.0,60240,22.0,896.0,42835,95.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,45.0,63.0,249.0,207.0,121.0,104.0,11.0,507700
29,87036,7/9/16,32.71198887,-117.0492509,6/9/16,Street Light,"street light out on Madrone, just west of 69th Street in Skyline",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039HrUAAU,Closed,Street Light Light Out at Madrone & 69th Street,3.0,1,60730031033.0,3103.0,1,1500000US060730031033,60730031033.0,31.8,32.8,29.4,2861.0,1051.0,76.0,553.0,0.0,331.0,0.0,0.0,91.0,10.0,81.0,1810.0,9.0,33.0,46.0,12.0,43.0,0.0,8.0,21.0,36.0,98.0,56.0,78.0,60.0,52.0,0.0,0.0,57500,15.0,537.0,13660,399.0,153.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,20.0,9.0,0.0,34.0,306200
82,87049,,32.81667917,-117.2713378,6/9/16,Street Light,"The street-lights in the median on La Jolla Boulevard, between Camino De La Costa and Bird Rock Avenue, need to be replaced for visibility concerns.  The City-maintained LED lights in the median have not been consistently working.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039IIKAA2,Assigned,"Street Light Light Out at 5728-5752 La Jolla Blvd, La Jolla, CA 92037, USA",1.0,1,60730081021.0,8102.0,1,1500000US060730081021,60730081021.0,55.4,55.5,52.7,594.0,576.0,540.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0,8.0,0.0,23.0,21.0,22.0,60.0,120.0,171364,0.0,292.0,139748,234.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,20.0,0.0,"1,000,000+"
29,87056,7/9/16,32.7660716,-117.2524546,6/9/16,Street Light,Boardwalk light out at night.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039IP6AAM,Closed,"Street Light Light Out at 2921-2927 Ocean Front Walk, San Diego, CA 92109, USA",5.0,1,60730076005.0,7600.0,1,1500000US060730076005,60730076005.0,53.8,60.5,34.5,417.0,417.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,27.0,54.0,22.0,40.0,94.0,32.0,0.0,0.0,16.0,64219,0.0,309.0,58603,65.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,40.0,93.0,21.0,46.0,7.0,0.0,744000
82,87188,,32.795875,-117.080915,6/9/16,Street Light,All lights at the park are on in broad daylight. (Allied Gardens Recreation Center),https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JWIAA2,Closed - Referred,"Street Light Light On During Day at 5155 Greenbrier Ave San Diego, CA 92120",4.0,1,60730096024.0,9602.0,1,1500000US060730096024,60730096024.0,38.5,38.4,44.0,819.0,679.0,484.0,0.0,0.0,117.0,38.0,0.0,40.0,0.0,40.0,140.0,25.0,0.0,0.0,0.0,0.0,7.0,20.0,9.0,31.0,41.0,25.0,32.0,11.0,27.0,15.0,50.0,65972,11.0,282.0,36353,187.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,54.0,41.0,0.0,438100
29,96950,,32.783254,-117.050036,8/1/16,Street Light,The street light in front of 5895 Ciudad Leon Ct. at the CDS is out. The pole is metal.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uiSjAAI,Assigned,"Street Light Light Out at 5895 Ciudad Leon Court, San Diego, CA, United States",1.0,1,60730097061.0,9706.0,1,1500000US060730097061,60730097061.0,57.3,53.5,59.1,1203.0,1010.0,948.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,0.0,54.0,0.0,0.0,13.0,16.0,0.0,42.0,49.0,52.0,0.0,51.0,169.0,107228,0.0,463.0,97228,390.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,44.0,0.0,761100
35,87201,7/15/16,32.76595531,-117.0902099,6/9/16,Street Light,Decorative street lamp,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JaPAAU,Closed,Street Light Light Out at 4810 Lucille Dr,1.0,1,60730020021.0,2002.0,1,1500000US060730020021,60730020021.0,39.1,39.7,38.4,1104.0,998.0,804.0,90.0,0.0,24.0,0.0,0.0,80.0,0.0,80.0,106.0,16.0,29.0,24.0,66.0,0.0,9.0,10.0,26.0,14.0,18.0,22.0,80.0,28.0,58.0,50.0,9.0,67750,6.0,453.0,36540,316.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,65.0,0.0,18.0,7.0,7.0,515700
82,87214,,32.89382044,-117.1199476,6/10/16,Street Light,ALL S/L OUT BOTH SIDES OF S/B KEARNY VILLA RD BEFORE 163 FREEWAY. ALSO S/L OUT ON BRIDGE.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JhBAAU,Assigned,"Light Out at MIRAMAR RD & KEARNY VILLA RD,, 92126",2.0,1,60730083602.0,8360.0,1,1500000US060730083602,60730083602.0,36.6,37.1,36.5,1970.0,1923.0,574.0,194.0,0.0,1115.0,0.0,0.0,40.0,40.0,0.0,47.0,15.0,0.0,0.0,14.0,82.0,0.0,59.0,15.0,28.0,37.0,30.0,92.0,33.0,15.0,69.0,68.0,69766,8.0,549.0,27586,308.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,62.0,83.0,64.0,0.0,16.0,0.0,351400
21,87248,7/1/16,32.5834191,-117.0771933,6/10/16,Street Light,"The light on Desty Rd and Gould Ct. does not turn on at night.  A previous request was sent a few months ago, and the light worked for a few days and does not function again.  Please repair.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039KfkAAE,Closed,"Street Light Light Out at Gould Ct. and Desty Rd. san diego, Ca. 92154",2.0,1,60730101072.0,10107.0,1,1500000US060730101072,60730101072.0,37.8,36.1,39.6,1111.0,509.0,214.0,97.0,0.0,133.0,0.0,6.0,59.0,14.0,45.0,602.0,5.0,7.0,4.0,14.0,25.0,25.0,42.0,11.0,0.0,0.0,4.0,65.0,52.0,0.0,14.0,19.0,85774,63.0,224.0,21705,152.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,7.0,4.0,0.0,64.0,18.0,12.0,308800
26,87284,7/6/16,32.71475351,-117.1424926,6/10/16,Street Light,Streetlight out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039LZsAAM,Closed,"Light Out at 2421 E ST, 92102",1.0,1,60730046001.0,4600.0,1,1500000US060730046001,60730046001.0,34.2,34.3,34.0,1397.0,1016.0,787.0,73.0,0.0,78.0,0.0,0.0,78.0,0.0,78.0,381.0,52.0,24.0,49.0,91.0,20.0,33.0,20.0,59.0,10.0,30.0,130.0,91.0,93.0,17.0,41.0,20.0,60122,13.0,767.0,39089,112.0,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,26.0,20.0,23.0,45.0,74.0,110.0,150.0,82.0,115.0,14.0,0.0,555100
62,87295,8/11/16,32.70168061,-117.1438504,6/10/16,Street Light,2 broken lights one missing cover other has broken cover. Both lights are functioning. Under I-5 Underpass near Kearney Ave & Cesar Chavez.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039M3EAAU,Closed,Street Light Light Out at San Diego-Coronado Bridge,1.0,1,60730050001.0,5000.0,1,1500000US060730050001,60730050001.0,25.4,25.0,26.0,2637.0,246.0,93.0,96.0,45.0,0.0,4.0,0.0,8.0,0.0,8.0,2391.0,48.0,85.0,105.0,68.0,71.0,20.0,39.0,41.0,0.0,26.0,40.0,29.0,0.0,35.0,0.0,11.0,25144,64.0,554.0,9901,102.0,516.0,0.0,0.0,0.0,7.0,0.0,0.0,26.0,17.0,0.0,8.0,23.0,34.0,10.0,8.0,52.0,121.0,79.0,91.0,0.0,15.0,0.0,25.0,217500
21,87296,7/1/16,32.73316035,-117.24964,6/10/16,Street Light,light oout needs replacement,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039M9RAAU,Closed,"Light Out at 4455 POINT LOMA AV, 92107",2.0,1,60730072002.0,7200.0,1,1500000US060730072002,60730072002.0,40.4,25.3,47.1,3142.0,2964.0,2762.0,33.0,0.0,96.0,0.0,42.0,31.0,0.0,31.0,178.0,60.0,20.0,8.0,28.0,0.0,36.0,19.0,11.0,9.0,66.0,88.0,137.0,54.0,56.0,99.0,286.0,106806,0.0,977.0,57338,834.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,104.0,9.0,"1,000,000+"
47,87298,7/27/16,32.57858622,-117.0648765,6/10/16,Street Light,1168,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039MKFAA2,Closed,"Light Out at REEF DR & VIA PAPEETE,, 92154",2.0,1,60730100102.0,10010.0,1,1500000US060730100102,60730100102.0,32.4,30.2,41.8,2182.0,592.0,158.0,22.0,0.0,294.0,0.0,0.0,118.0,0.0,118.0,1590.0,36.0,116.0,38.0,59.0,21.0,15.0,44.0,27.0,46.0,45.0,79.0,38.0,35.0,21.0,35.0,0.0,37415,24.0,631.0,15973,294.0,361.0,8.0,0.0,0.0,83.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,120.0,30.0,36.0,44.0,0.0,6.0,267600
20,87320,7/1/16,32.7590496,-117.0978145,6/10/16,Street Light,"At 4465 Monroe Avenue, the streetlight is on during the daytime.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039NKLAA2,Closed,"Street Light Light On During Day at 4465 Monroe Avenue, San Diego, CA, United States",3.0,1,60730023013.0,2301.0,1,1500000US060730023013,60730023013.0,29.9,29.9,26.0,912.0,425.0,180.0,177.0,0.0,57.0,0.0,0.0,11.0,0.0,11.0,487.0,60.0,7.0,19.0,24.0,47.0,0.0,24.0,0.0,8.0,8.0,0.0,41.0,32.0,31.0,0.0,0.0,29420,48.0,253.0,18053,71.0,230.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,28.0,73.0,50.0,10.0,13.0,0.0,0.0,385000
81,87340,,32.9189179,-117.0781073,6/10/16,Street Light,Street light out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039NuiAAE,Assigned,"Street Light Light Out at 11021 Weatherwood Terrace, San Diego, CA 92131, USA",2.0,1,60730170462.0,17046.0,1,1500000US060730170462,60730170462.0,40.4,33.9,41.0,1271.0,1121.0,798.0,0.0,0.0,227.0,50.0,0.0,46.0,0.0,46.0,150.0,0.0,10.0,10.0,18.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,57.0,45.0,58.0,40.0,103.0,128315,0.0,373.0,48953,305.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,24.0,644200
31,87383,7/12/16,32.7432395,-117.072026,6/10/16,Street Light,"Light strobes even during daylight, pole number 165120",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039OOJAA2,Closed,"Street Light Light On During Day at Streamview Drive, San Diego, CA, United States",3.0,1,60730027033.0,2703.0,1,1500000US060730027033,60730027033.0,26.8,23.4,27.2,1883.0,1174.0,620.0,337.0,0.0,199.0,0.0,0.0,18.0,0.0,18.0,709.0,27.0,76.0,12.0,0.0,47.0,53.0,0.0,0.0,27.0,78.0,57.0,43.0,27.0,0.0,26.0,59.0,51429,13.0,519.0,22067,178.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,29.0,54.0,229.0,16.0,14.0,0.0,0.0,318100
29,96955,,32.956159,-117.2293453,8/1/16,Street Light,Fire Station 24 needs a re-lamp of parking lot lights.  Light standards are marked with pink banner tape.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uimFAAQ,Assigned,"Street Light Light Out at 13077 Hartfield Avenue, San Diego, CA, United States",2.0,1,60730083272.0,8327.0,1,1500000US060730083272,60730083272.0,36.4,27.6,41.3,2830.0,2482.0,1905.0,0.0,0.0,536.0,0.0,0.0,41.0,0.0,41.0,348.0,13.0,13.0,40.0,11.0,17.0,95.0,0.0,39.0,11.0,15.0,70.0,107.0,59.0,153.0,152.0,211.0,129821,0.0,1006.0,53884,619.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,249.0,26.0,817300
81,87385,,32.74127,-117.216594,6/10/16,Street Light,Street light pole in middle of intersection,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039OP7AAM,Assigned,"Light Out at 3100-3104 Freeman St San Diego, CA 92106",3.0,1,60730069003.0,6900.0,1,1500000US060730069003,60730069003.0,55.9,58.2,51.4,1146.0,976.0,928.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,34.0,170.0,45.0,0.0,28.0,9.0,49.0,12.0,0.0,13.0,18.0,7.0,36.0,66.0,17.0,45.0,95.0,108.0,93750,23.0,525.0,58466,485.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,15.0,891100
25,87435,7/6/16,32.694769,-117.025017,6/11/16,Street Light,"This light has been burned out for over three months and presents a safety hazard.  It is very, very dark.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039OgIAAU,Closed,"Street Light Light Out at 2411 Manzana Way, San Diego, CA, United States",3.0,1,60730032143.0,3214.0,1,1500000US060730032143,60730032143.0,31.2,30.5,31.7,1831.0,1254.0,274.0,512.0,0.0,405.0,15.0,0.0,48.0,0.0,48.0,577.0,22.0,0.0,0.0,0.0,59.0,21.0,28.0,35.0,30.0,19.0,39.0,98.0,48.0,74.0,0.0,8.0,66705,0.0,481.0,20742,392.0,89.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39.0,0.0,0.0,245200
2,87438,6/13/16,32.9791979,-117.128383,6/11/16,Street Light,"I'm requesting an evaluation and installation of a street light shield to reduce the amount of light in bedrooms at night coming from a street light. I called the City on 5/27/2016 and spoke with someone in dispatch who said a light shield could be installed on the street light to reduce the amount of light coming into our windows.  I was also told before the shield could be installed, an evaluation would need to be completed to ensure neighborhood safety would not be impacted.  This is my second request via Getitdone.force.com - the Request #00086076 submitted on 6/6/2016 and seems to no longer be  in the system.  Suggestion: add an ""Other"" category type selection to the drop-down pick-list  for street light requests.  Thank  you in advance for your help!",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039OhuAAE,Closed,"Street Light Light On During Day at 14454 Callejon Musica, San Diego, CA, United States",3.0,1,60730170333.0,17033.0,1,1500000US060730170333,60730170333.0,41.6,44.2,40.0,2602.0,2331.0,952.0,9.0,0.0,1089.0,0.0,166.0,115.0,0.0,115.0,271.0,8.0,0.0,0.0,0.0,9.0,19.0,9.0,56.0,8.0,8.0,31.0,76.0,81.0,142.0,175.0,138.0,140455,8.0,752.0,42750,671.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,636600
19,87458,7/1/16,32.78367444,-117.2513574,6/11/16,Street Light,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039OndAAE,Closed,Street Light Light Out at 32.78N 117.24W,6.0,1,60730076006.0,7600.0,1,1500000US060730076006,60730076006.0,31.6,43.7,31.3,549.0,518.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,65.0,48.0,0.0,14.0,12.0,0.0,13.0,12.0,44.0,22.0,25.0,0.0,21.0,23.0,16.0,53.0,46136,0.0,368.0,48783,139.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,59.0,0.0,12.0,90.0,12.0,"1,000,000+"
