Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days),count,block_group,tract,geoid
82015,Street Light,0.0,0.0,5/26/16,Street Light Light Out at 5704 Willowmere Ln,Closed,light's out at night,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rhNvAAI,7/9/16,43,1,,,
82082,Street Light,32.70881123,-117.1595433,5/27/16,Street Light Light On During Day at Pac Hwy S of Sassafrass to Laurel,Assigned,"Multiple street lights on Pacific Highway close to the airport burning during the day, on both sides of the street, starting just south of Sassafras and continuing almost to Laurel.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rhQLAAY,,96,1,4,005400,060730054004
82093,Street Light,0.0,0.0,5/27/16,"Street Light Light On During Day at 4332 N Talmadge Dr, San Diego, CA, United States",Closed,The street light outside my house is always on. It never turns off!!,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002riWUAAY,6/29/16,33,1,,,
82094,Street Light,0.0,0.0,5/27/16,"Street Light Light Out at 8195 Lake Andrita Ave, San Diego, CA, United States",Closed,Street light is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ribZAAQ,7/16/16,50,1,,,
82097,Street Light,32.91069312,-117.1389319,5/27/16,"Light Out at REAGAN RD & BENNINGTON ST,, 92126",Closed,STREET LIGHT OUT ON THE WEST SIDE OF THE STREET,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ripbAAA,7/9/16,43,1,1,008358,060730083581
82107,Street Light,32.80303348,-117.1634674,5/27/16,"Light Out at 3170 ARMSTRONG ST, 92111",Assigned,"KEARNY MESA REC CENTER HAS 4 LIGHTS OUT, 3 LIGHTS ARE DIM , 1 PARKING LOT LIGHT AND ONE PLAYGROUND LIGHT OUT.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rjZeAAI,,95,1,1,008701,060730087011
82195,Street Light,32.7657364,-117.2510319,5/27/16,"Street Light Light Out at 2901 Mission Boulevard, San Diego, CA, United States",Acknowledged,Lights at intersection of Mission Boulevard and San Gabriel are not lit up at nightbusy intersection is dark,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rlmfAAA,,95,1,5,007600,060730076005
82196,Street Light,32.948673,-117.222393,5/27/16,"Street Light Light Out at 12740 Futura Street, San Diego, CA, United States",Closed,Street Light Out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rlmzAAA,7/9/16,42,1,1,008330,060730083301
82205,Street Light,32.7484508,-117.0957455,5/28/16,"Street Light Light Out at 3838 46th Street, San Diego, CA, United States",Assigned,Street light has been out from this street since January 29 when the strong wind came and blew down some trees.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rlxsAAA,,94,1,2,002601,060730026012
82210,Street Light,32.8469845,-117.2738202,5/28/16,"Street Light Light Out at 1026 wall street, La Jolla, CA 92037",Assigned,1 st light is the oval shaped street light directly in front of the restaurant Puesta.2nd light is the standard light pole located just a few yards south of the 1st light on the same side of the street.  The top of the light pole is in the tree's branches so that will tell you its the right pole.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rm29AAA,,94,1,3,008200,060730082003
82242,Street Light,32.996957,-117.093439,5/28/16,"Street Light Light Out at 11391 Linares Street, San Diego, CA, United States",Closed,Two lights on Linares St. are out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rmHsAAI,7/9/16,41,1,1,017034,060730170341
82268,Street Light,32.8079776,-117.2613097,5/29/16,"Street Light Light Out at 5157 La Jolla Blvd, San Diego, CA, United States",Closed,Light has been out at this location.  Its across the street from the West End Pub on the Turquoise side of the building.  I have included a photo of the location with an arrow on it.  PS I could not get the map marker to stay on the location in the map when i dragged it there.  Please fix this feature it is great!,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rmTeAAI,8/25/16,88,1,3,008006,060730080063
82296,Street Light,32.546491,-117.052543,5/29/16,"Street Light Light Out at 3589 Tridle Way, San Ysidro, San Diego, CA, United States",Closed,"Street light quit working 2 days ago,need to replace the light bulb.Thanks.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rmiyAAA,7/9/16,40,1,2,010009,060730100092
82340,Street Light,32.790973,-117.14452,5/30/16,"Street Light Light Out at 2551 Murray Ridge Road, San Diego, CA, United States",Assigned,"Street light was knocked down 3-16-16. I was hoping it would be replaced by now. I already have a service request in, but am not able to track it. The number is: 500000136567",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rn0EAAQ,,92,1,1,009202,060730092021
82353,Street Light,32.76559635,-117.2512736,5/30/16,"Street Light Light Out at 2901 MISSION BL, 92109",Duplicate,light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rn3DAAQ,,92,1,5,007600,060730076005
82406,Street Light,32.6963926,-117.0529656,5/31/16,"Street Light Light Out at 898 Plaza Torreon, San Diego, CA, United States",Assigned,The street light at the intersection of Plaza Torreon and E Plaza Blvd. is cycling.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rof3AAA,,91,1,1,003113,060730031131
82411,Street Light,32.8143746,-117.0862492,5/31/16,"Street Light Light Out at 11255 Tierrasanta Blvd, San Diego, CA, United States",Closed,"Street light near 11255 Tierrasanta Blvd # 131 is out. E-mailed by Patricia Moore, patriciamoore0712@gmail.com, 858-952-4298.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rohPAAQ,7/9/16,39,1,2,009509,060730095092
82457,Street Light,32.81276588,-117.0838407,5/31/16,"Street Light Light Out at 11249-11307 Tierrasanta Blvd, San Diego, CA 92124, USA",Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rpzYAAQ,,91,1,2,009507,060730095072
82464,Street Light,32.7781679,-117.2096848,5/31/16,"Street Light Light Out at 1920 East Mission Bay Drive, San Diego, CA, United States",Closed,The light pole is missing the cover plate at the bottom of the pole,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rqAvAAI,7/9/16,39,1,1,007600,060730076001
82484,Street Light,32.79254745,-117.2094968,5/31/16,"Street Light Light On During Day at 3500-4198 Mission Bay Dr, San Diego, CA 92109, USA",Closed,The lights on the sidewalk ALL AROUND Mission Bay come on way to early in the afternoon (approximately 4:30pm). They are not really needed until after 7:30 during the Summer. The same with the lights around the East part of Mission Beach.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rqixAAA,7/9/16,38,1,1,007600,060730076001
82499,Street Light,32.7649584,-117.2403216,5/31/16,"Street Light Light Out at 1441 Quivira Road, San Diego, CA, United States",Assigned,Street light main cover is open and hanging. Please close main cover. Pole is numbered #1,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rr9AAAQ,,91,1,3,007600,060730076003
82530,Street Light,32.79642015,-117.2561377,5/31/16,"Light Out at 700 GARNET AV, 92109",Assigned,STREET LIGHTS OUT ON BLOCK AND AN ACORN IS MISSING,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rrnAAAQ,,91,1,1,007905,060730079051
82550,Street Light,32.75486648,-117.198941,5/31/16,"Street Light Light Out at 2801-2875 Congress St, San Diego, CA 92110, USA",Assigned,There are a few street lights that are out on Congress street near Taylor Street where the Old Town transit center is.  5 or more of them are out.  One of them is on a traffic signal where the city buses come out. I don't know if you already got this earlier or the job's already done because I sent this request before the website changed again.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rs0EAAQ,,91,1,2,006500,060730065002
82555,Street Light,33.0461403,-117.0612461,5/31/16,"Street Light Light Out at 18299 Canfield Place, San Diego, CA, United States",Closed,Street light out for last two months,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rsAEAAY,7/19/16,48,1,3,017019,060730170193
82557,Street Light,33.01922765,-117.1470197,5/31/16,"Street Light Light Out at 8274 Parkside Crescent, San Diego, CA 92127, USA",Closed,"The street light that is located on the right side of Camino Del Sur as you are traveling North, just past the intersection of Bing Crosby Blvd, fell over last year. The city removed the street light and placed a cone over the base, however a new street light has not been put in. The area residents are reporting that the area is very dark.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rsCPAAY,7/8/16,37,1,1,017030,060730170301
82576,Street Light,33.01670187,-117.0757347,5/31/16,"Street Light Light Out at 11735 Lomica Dr, San Diego, CA 92128, USA",Closed,Pole on south east corner  across from Carl's Jr heavily rusted at base.  Appears that any amount of pressure could cause it to fall over.  Base very heavily rusted and mounting nuts exposed.0053116,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rsQ7AAI,7/9/16,38,1,3,017051,060730170513
82589,Street Light,32.759277,-117.098236,5/31/16,"Street Light Light Out at 4476 Monroe Avenue, San Diego, CA, United States",Closed,This is the second time I've reported a problem with this light and no one has come over to fix it yet. The light on the south side of monroe at highland was recently installed. Since it was installed the globe is broken and being held together with duct tape. The finial is missing too. Talmadge Maintenance Assessment District paid the city to have these installed. Please fix it soon (it was installed broken)!,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rsaHAAQ,7/9/16,38,1,2,002002,060730020022
82590,Street Light,32.71101143,-117.1529376,5/31/16,Street Light  at 504 13th St,Acknowledged,Knocked over electrical box. Wires exposed. Next to street light,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rsaqAAA,,91,1,2,005100,060730051002
82616,Street Light,32.76559635,-117.2512736,5/31/16,"Light Out at SAN GABRIEL PL & MISSION BL,, 92109",Closed,(2) S/L OUT AT INTERSECTION,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rskHAAQ,7/9/16,38,1,5,007600,060730076005
82634,Street Light,32.73288,-117.248648,6/1/16,"Street Light Light Out at 4450 Point Loma Avenue, San Diego, CA, United States",Closed,Not working.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rturAAA,7/8/16,37,1,3,007302,060730073023
82681,Street Light,32.6758455,-117.0617327,6/1/16,"Street Light Light Out at 5965 Cumberland St, San Diego, CA, United States",Closed,The Light at the corner of Cumberland St. and Seabreeze St. is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rvAHAAY,7/9/16,38,1,2,003202,060730032022
82698,Street Light,32.91271873,-117.1438923,6/1/16,Light Out at CAM RUIZ & MIRA MESA-3 S/L OUT,Closed,3 OUT OF THE 4 S/L ARE OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rw1uAAA,7/9/16,38,1,2,008349,060730083492
82699,Street Light,32.91271873,-117.1438923,6/1/16,Light Out at 8285 MIRA MESA BL-2 S/L OUT,Closed,"WEST OF  CAM RUIZ ON MIRA MESA, 2 S/L AREA OUT",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rw4FAAQ,7/9/16,37,1,2,008349,060730083492
82700,Street Light,32.954679,-117.21302,6/1/16,"Street Light Light Out at 4933 Concannon Court, San Diego, CA, United States",Closed,street light in the cul-de-sac is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rw4KAAQ,7/9/16,37,1,3,021500,060730215003
82702,Street Light,32.87186593,-117.2255848,6/1/16,"Light Out at 3600 LA JOLLA VILLAGE DR, 92037",Closed,S/L'S OUT OVER THE I-5,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rw7OAAQ,7/9/16,37,1,2,008305,060730083052
82711,Street Light,32.7281607,-117.2221272,6/1/16,"Street Light Light Out at 2679 Wasp Way, San Diego, CA 92106, United States",Acknowledged,street pole light is out at corner of Tattnal Way and Wasp Way San Diego CA 92106,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rwWiAAI,,90,1,1,021400,060730214001
82747,Street Light,33.0149112,-117.1265931,6/1/16,"Street Light Light Out at 16601 Nicole Ridge Road, San Diego, CA, United States",Closed,There are 3 street lights at the corner of Nicole Ridge Road and Camino San Bernardo that are not lit at night which makes for a dangerous environment.  2 lights are across from the private drive way on Camino San Bernardo and 1 is on Nicole Ridge Road close to Dyer Lane.  Thank you for attention to this matter.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxMAAAY,7/8/16,36,1,1,017030,060730170301
82756,Street Light,32.77087202,-117.0469496,6/1/16,"Street Light Light Out at 7000-7028 Saranac St, San Diego, CA 92115, USA",Closed,"There isn't a light at this location, but its in dire need of one. There is a lot of pedestrians walking across that intersection and there are no lights. I have come close of actually running someone over.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxQHAAY,6/28/16,26,1,2,014806,060730148062
82779,Street Light,32.9284596,-117.1252737,6/1/16,"Street Light Light On During Day at 11469-11729 Black Mountain Rd, San Diego, CA 92126, USA",Closed,"Unknown if light is on during day, but given the only two choices from the drop down menu, this is more closely as the light is on - not off.  The light is located north of Mira Mesa Blvd, north of Capricorn Way on the north bound side of Black Mtn. Rd.The light flickers (blinks) at night when on.  Constantly.  It will not stop flicking on/off.  Its like a strobe light - and I ain'tz having no party. Get it Done, San Diego! Fix my light!",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxZEAAY,7/12/16,40,1,2,008353,060730083532
82782,Street Light,32.7512922,-117.1507637,6/1/16,"Street Light Light On During Day at Richmond St, San Diego, CA 92103",Closed,Richmond Street between Washington and Cleveland Aves.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxZiAAI,7/9/16,37,1,3,000600,060730006003
82838,Street Light,32.76559635,-117.2512736,6/1/16,"Light Out at SAN GABRIEL PL & MISSION BL,, 92109",Closed,STREET LIGHT OUT.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxzCAAQ,8/25/16,84,1,5,007600,060730076005
82840,Street Light,32.71146852,-117.1646967,6/1/16,"Light Out at FRONT ST & W MARKET ST,, 92101",Closed,STREET LIGHT OUT.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rxzlAAA,7/9/16,37,1,4,005300,060730053004
82841,Street Light,32.71146852,-117.1646967,6/1/16,"Light Out at FRONT ST & W MARKET ST,, 92101",Closed,STREET LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ry00AAA,7/9/16,37,1,4,005300,060730053004
82842,Street Light,32.71146852,-117.1646967,6/1/16,"Light Out at FRONT ST & W MARKET ST,, 92101",Closed,STREET LIGHT OUT.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ry0AAAQ,7/9/16,37,1,4,005300,060730053004
82843,Street Light,32.71146852,-117.1646967,6/1/16,"Light Out at FRONT ST & W MARKET ST,, 92101",Closed,STREET LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ry0FAAQ,7/9/16,37,1,4,005300,060730053004
82844,Street Light,32.76559635,-117.2512736,6/1/16,"Light Out at SAN GABRIEL PL & MISSION BL,, 92109",Closed,STREET LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ry0tAAA,8/25/16,84,1,5,007600,060730076005
82867,Street Light,32.86170969,-117.2168216,6/2/16,Street Light Light Out at 8307?8329 Cargill Ave,Duplicate,Street light has been out for about 7 months.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ryvLAAQ,,89,1,1,008343,060730083431
82869,Street Light,42.4333437,-86.046093,6/2/16,Street Light Light Out at 4534 51st St,Assigned,STREET LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ryvkAAA,,89,1,,,
82871,Street Light,39.258654,-77.163294,6/2/16,Street Light Light Out at 7058 Hilton Pl,Closed,"Street light out, no visible damage",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002ryx7AAA,6/28/16,26,1,,,
82894,Street Light,32.7489599,-117.221243,6/2/16,"Street Light Light Out at 3731 Kingsley Street, San Diego",Assigned,"Street light out in front of 3731 Kingsley Street, San Diego, CA 92106.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rzGnAAI,,89,1,1,006900,060730069001
82903,Street Light,32.969083,-117.07599,6/2/16,"Street Light Light Out at 13789 Shoal Summit Drive, San Diego, CA, United States",Closed,Street light out.  Sent request in 6 weeks ago,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rzRRAAY,7/9/16,37,1,3,017039,060730170393
82904,Street Light,32.7957154,-117.0840045,6/2/16,"Street Light Light Out at Greenbrier Ave, San Diego, CA, United States",Closed,All street lights are out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rzSjAAI,7/9/16,37,1,3,009602,060730096023
82924,Street Light,32.92322748,-117.0388262,6/2/16,Street Light Light Out at 11376 Stockwood Cv,Assigned,Street light has been out for about four months now on the corner of Stonebridge Parkway and Stockwood Cove.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rzd8AAA,,89,1,1,009504,060730095041
82933,Street Light,32.96343153,-117.1489871,6/2/16,Street Light Light Out at 8282 Torrey Gardens Pl,Closed,The over grown tree on city land broke the cover of the street light which fell and almost hit a car. Can you please. Repair the light and trim the tree back?,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rzpTAAQ,7/1/16,29,1,3,008335,060730083353
83007,Street Light,32.8439068,-117.2708197,6/2/16,"Street Light Light Out at 1215 Torrey Pines Rd, La Jolla, CA 92037, USA",Closed,Light is out most of the night.  Every so often it is on though.Directly across from Ivanhoe Ave.thank you,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s1F3AAI,7/12/16,40,1,3,008200,060730082003
83032,Street Light,32.7403224,-117.0923186,6/2/16,Street Light Light Out at Euclid Avenue & Thorn,Assigned,The street light at the corner of Euclid and Thorn is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s1bxAAA,,89,1,3,002601,060730026013
83053,Street Light,32.78217493,-117.1324637,6/2/16,"Street Light Light Out at 2551 Fenton Pkwy, San Diego, CA 92108, USA",Closed,Just north of Friars Road there is street light on the east side of Fenton Pkwy which is rarely on at night. This leaves this area extremely dark at night...especially because there used to be a second street light on the west side of Fenton Pkwy but it was knocked down by a truck several years ago and was never replaced. Please check the existing street light to determine why it does not light at night and if it is possible to replace the downed street light.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s2CPAAY,7/9/16,36,1,2,009202,060730092022
83054,Street Light,38.9007191,-76.4945891,6/2/16,Street Light Light Out at 3329?3349 Bayside Walk,Closed,Sidewalk Light out at Kennebeck Ct and Baysidewalk bayside.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s2D3AAI,7/1/16,28,1,,,
83056,Street Light,32.94130032,-117.2225967,6/2/16,"Street Light Light Out at 3922 Santa Nella Pl, San Diego, CA 92130, USA",Closed,Street light not lit at night,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s2H0AAI,7/9/16,36,1,1,008331,060730083311
83124,Street Light,32.93460511,-117.1477456,6/2/16,"Street Light Light Out at 11489 Camino Ruiz, San Diego, CA 92126, USA",Closed,"Camino Ruiz Neighborhood Park at the end of the road around the traffic circle. About half a dozen street lights went out on the same night a few weeks ago, and haven't been fixed yet. Two of them have attached cell phone towers, and others are closer to the adjacent baseball field . Might be a circuit breaker, as they all went out together. This park is not staffed much of the time, and the problem probably went unnoticed.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s37zAAA,7/7/16,34,1,2,008346,060730083462
83126,Street Light,32.79449023,-117.0364323,6/2/16,"Street Light Light Out at 6307 Lake Shore Dr, San Diego, CA 92119, USA",Closed,The light is out and does not work. (NE corner),https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s38JAAQ,6/29/16,26,1,2,009801,060730098012
83127,Street Light,32.8760963,-117.2075931,6/2/16,"Street Light Light Out at North side of Renaissance Avenue, East of Towne Center Drive, at the entrance to Renaissance Towne Centre Plaza, San Diego, CA, United States",Closed,The street light flickers on and off constantly throughout the night.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s38sAAA,7/8/16,35,1,1,008339,060730083391
83297,Street Light,32.8573329,-117.237694,6/3/16,"Street Light Light On During Day at 8352 Gilman Drive, CA, United States",Closed,Resident of La Jolla International Gardens HOA claims that several street lights in front of complex are on 24/7. Please check street lights on Gilman Drive near the HOA.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s4ENAAY,7/9/16,36,1,1,008313,060730083131
83298,Street Light,32.94920374,-117.2335561,6/3/16,"Light Out at 3777 TOWNSGATE DR, 92130",Closed,4 Streetlights are out on the south side of the baseball fields,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s4FVAAY,7/7/16,34,1,1,008329,060730083291
83311,Street Light,32.80838287,-117.2587836,6/3/16,"Street Light Light Out at 833 Turquoise St, San Diego, CA 92109, USA",Closed,"The light at the USA Gasoline station in PB blinks on and off, obscuring drivers' vision at night time. It is also distracting for neighboring homes. Please get them to replace the bulb or fix this issue.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s4m0AAA,6/29/16,26,1,3,008006,060730080063
83317,Street Light,32.77605894,-117.251962,6/3/16,Street Light Light Out at 811 San Luis Obispo Pl,Assigned,"Two lights out at Mission Blvd and San Luis Obispo Pl, on west and east sides.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s4yBAAQ,,88,1,3,007600,060730076003
83322,Street Light,32.84875028,-117.2708057,6/3/16,Street Light Light On During Day at 1200?1298 Roslyn Ln,Closed,Lights on during day,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s52rAAA,7/7/16,34,1,3,008200,060730082003
83345,Street Light,32.7202931,-117.1339098,6/3/16,"Light Out at 1427 28TH ST, 92102",Assigned,Directly across from the address  on the golf course side street light is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s5GtAAI,,88,1,2,005600,060730056002
83384,Street Light,32.7140938,-117.1540448,6/3/16,"Street Light Light Out at 830 Park Blvd, San Diego, CA, United States",Assigned,830 Park: lights out on both East and West sides of street.Outages are contributing to high drug activity and increasing homeless activity near 830 Park Blvd. I am a resident at 830 Park Blvd.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s65hAAA,,88,1,2,005200,060730052002
83439,Street Light,33.029712,-117.087833,6/3/16,"Street Light Light Out at 11152 Poblado Rd San Diego, CA 92127",Closed,Street lights out in front of RB fire station for quite awhile,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s77KAAQ,7/9/16,35,1,2,017031,060730170312
83454,Street Light,32.9591408,-117.1276843,6/3/16,"Street Light Light Out at 13232 Deron Avenue, San Diego, CA, United States",Duplicate,"The street light in front of 13232 Deron Avenue has been out for around 2 months, leaving the area dark and there's been a number of car break-ins and thefts in the surrounding neighborhood.  Not urgent but a working street light would be appreciated.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7JqAAI,,88,1,2,008337,060730083372
83466,Street Light,32.7140938,-117.1540448,6/3/16,"Street Light Light Out at 830 Park Blvd, San Diego, CA, United States",Assigned,"4 street lights out, blue historical style dual lamps, 812 Park Blvd, 830 Park Blvd, All north side of F St between Park and 11th and south side of F St at 1249 F St. per Patricia Olson, pjolsonp@gmail.com, 951-929-8818.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7UEAAY,,88,1,2,005200,060730052002
83482,Street Light,32.7737868,-117.2513786,6/3/16,"Street Light Light Out at 3275 Mission Boulevard, San Diego, CA, United States",Closed,There is a street light that's out at the corner of Mission Blvd ana Santa Barbara Pl. Right over the crosswalk on the west side of the  street.. next to the bus stop.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7fMAAQ,7/7/16,33,1,2,007600,060730076002
83484,Street Light,32.71470422,-117.15379,6/3/16,"Light Out at 830 PARK BL, 92101",Assigned,MULTIPLE LIGHTS AT THE INTERSECTION OF,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7gZAAQ,,88,1,2,005200,060730052002
83495,Street Light,32.71365709,-117.1537825,6/3/16,"Light Out at 1249 F ST, 92101",Closed,MULTIPLE STREET LIGHTS OUT ON F ST. IN BETWEEN 11TH AV AND PARK BLVD.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7ltAAA,7/8/16,34,1,2,005200,060730052002
83502,Street Light,32.69962102,-117.141621,6/3/16,"Light Out at 2000-2200 LOGAN AV, 92113",Assigned,"Residents in Barrio reported that the ""gaslamp"" street lights have been out again since Monday. 2000-2200 block of Logan Ave.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7qGAAQ,,88,1,1,005000,060730050001
83522,Street Light,32.7973918,-117.2572058,6/3/16,Street Light Light On During Day at 32.80N 117.26W,Closed,"It's 5:56, the lights at Felspar & the Boardwalk come on 2 hours early every day, then I presume it is dark in the early morning.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s7wXAAQ,7/7/16,33,1,1,007905,060730079051
83552,Street Light,32.991479,-117.070865,6/3/16,"Street Light Light Out at 13236-13398 Paseo Lucido San Diego, CA 92128",Closed,Two street lights out between CVS entrance and Avenida Venusto.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s81hAAA,7/29/16,55,1,1,017051,060730170511
83564,Street Light,32.71146852,-117.1646967,6/3/16,"Light Out at FRONT ST & W MARKET ST,, 92101",Closed,"STREET LIGHT OUT, NORTHEAST CORNER",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s84HAAQ,7/9/16,35,1,4,005300,060730053004
83575,Street Light,32.72650923,-117.1612612,6/4/16,Street Light Light Out at 2020 4th Ave,Closed,Broken fixture,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8GNAAY,7/8/16,34,1,1,005700,060730057001
83582,Street Light,32.87153734,-117.2351525,6/4/16,"Street Light Light Out at Gilman Dr & La Jolla Village Dr, La Jolla, CA 92037, USA",Closed,South side of La Jolla Village Drive its the 2nd light west of major intersection of LJ Village Drive and Villa La Jolla Drive.  I placed the arrow right on the light.  The the next light West of this light is also out and I have shown that as well in the image I attached of both.thank you,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8IOAAY,6/29/16,25,1,1,008361,060730083611
83587,Street Light,33.0110733,-117.0852716,6/4/16,"Street Light Light Out at Bernardo Center Drive, San Diego, CA, United States",Closed,"multiple street lights out at corner of Bernardo Center Drive and Bernardo Plaza Ct, corner where Chase bank and Bank of America are.  Lights out at entrance to Vons Shoping Center",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8JRAAY,7/9/16,35,1,1,017032,060730170321
83592,Street Light,33.0323653,-117.0810413,6/4/16,"Street Light Light Out at West Bernardo Drive, San Diego, CA, United States",Assigned,"3 street lights out on West Bernardo Drive South of Casa  De Las Campanas.  One is on the west side of road and is actually part of the community park.  The other 2 are city street lights that have not worked in at least 3 years.  In fact, I've lived here since 1985 and can't remember them ever working.  They are located south of the Casa as well and are adjacent to the employee parking lot but are clearly city street lights",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8JqAAI,,87,1,3,017031,060730170313
83933,Street Light,32.794741,-117.089754,6/4/16,"Street Light Light Out at 4889 Allied Road, San Diego, CA, United States",Assigned,Street light has been out since we moved in Oct 2015,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002s8nqAAA,,87,1,2,009602,060730096022
85566,Street Light,32.71365709,-117.1537825,6/4/16,"Street Light Light Out at F ST & PARK BL,, 92101",Closed,F St: all lights out on the north side between Park and 11th.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAd9AAE,7/8/16,33,1,2,005200,060730052002
85567,Street Light,32.71365709,-117.1537825,6/4/16,"Street Light Light Out at 1249 F ST, 92101",Assigned,F St: Light out on South side at the door of 1249 F St.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAdEAAU,,87,1,2,005200,060730052002
85573,Street Light,32.7485683,-117.1512707,6/4/16,"Street Light Light On During Day at 3900 Richmond Street, San Diego, CA, United States",Assigned,The street lights located on the sidewalk of Richmond street on 3900 block at the intersection of Cleveland Ave were all on at daytime.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAdxAAE,,87,1,3,000600,060730006003
