Case Number,Parent Case Number,Status,Mobile/Web Status,Duplicate Verified,Override Duplicate,Functional Location,Question #1,Answer #1,Answer #1 Options,Question #2,Answer #2,Answer #2 Options,Question #3,Answer #3,Question #4,Answer #4,Referral Email List,Referred Email List,Contact Email Internal Referral,Display Referral Information,Referred Email Update,Priority,Case Origin,Case Reason,Date/Time Opened,Opened Date,Case Date/Time Last Modified,Case Last Modified Date,Date/Time Closed,Closed Date,Age (Days),Open,Closed,Subject,Public Description,Problem Group,Problem Category,Problem Category Detail,Problem Description,Geolocation Lat Long,Geolocation (Latitude),Geolocation (Longitude),SAP Notification Number,SAP Problem Category,SAP Problem Code,SAP Problem Type,SAP Reference Document,SAP Source List,SAP System Status,SAP User Status,Short Description,SLA,SAP URL,Case Record Type,block,tract,geoid,blockgroup
104486,0.0,Acknowledged,New,0.0,0.0,SS-003647,Offensive?,Yes,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,9/9/2016 10:44,9/9/2016,9/9/2016 12:54,9/9/2016,,,3.0,1.0,0.0,"Graffiti  at 3900 Batista Street, San Diego, CA, United States","White spray paint ""LVX111 Ck, CK"" ; This is located on the pedestrian bridge walking over the freeway.",Other,Graffiti,,,32.8148517-117.1675945,32.8148517,-117.1675945,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003pMOQAA2,Street Division,1009,008509,060730085091009,1
95985,0.0,Closed,Closed,0.0,0.0,SS-018776,Offensive?,No,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 18:57,7/26/2016,8/6/2016 0:03,8/6/2016,8/6/2016 0:03,8/6/2016,10.0,0.0,1.0,"Graffiti  at 4175-4199 Monroe Avenue San Diego, CA 92116","SE corner 42nd & Monroe, rear of stop sign has ""UGSK"" on it",Other,Graffiti,,,32.758817-117.104909,32.758817,-117.104909,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,4175-4199 Monroe Avenue San...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CKGgAAO,Street Division Closed Case,2002,002100,060730021002002,2
101641,0.0,Closed,Closed,0.0,0.0,SS-031541,Offensive?,Yes,,Where is it located?,Street or Sidewalk,,,,,,,,,,,Medium,Web,Problem resolved,8/25/2016 11:07,8/25/2016,8/31/2016 0:12,8/31/2016,8/31/2016 0:12,8/31/2016,6.0,0.0,1.0,"Graffiti  at 1065 Parsons Landing, San Diego, CA 92154, United States","There is graffiti on the City guard rail, located on the corner of Parsons Landing and Lighthouse View Dr. San Diego CA 92154.  The graffiti is extremely offensive, it states, ""F Pigs"" well the full 'F'.  too offensive for me to write.",Other,Graffiti,,,32.5792379-117.01908,32.5792379,-117.01908,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"1065 Parsons Landing, San D...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000344hNAAQ,Street Division Closed Case,2058,010014,060730100142058,2
98826,0.0,Assigned,In process,0.0,0.0,SS-001775,Offensive?,No,,Where is it located?,Street Lights,,,,,,,,,,,Medium,Web,Problem resolved,8/11/2016 5:05,8/11/2016,8/12/2016 0:05,8/12/2016,,,32.0,1.0,0.0,"Graffiti  at 1811 Adams Ave, San Diego, CA, United States","THE LIGHT POLE NEAR 1811 ADAMS AVE AND PARK BLVD BY THE LANCERS COCKTAIL LOUNGE (SOUTH SIDE) HAS BLACK SPRAY PAINT ON IT. THE DOUBLE LIGHT FIXTURE IS DARK BLUE. THAKK YOU, GENE",Other,Graffiti,,,32.7623344-117.145988,32.7623344,-117.145988,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOPR,INPR,"1811 Adams Ave, San Diego, ...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uXQAAY,Street Division,1018,001000,060730010001018,1
101637,0.0,Closed,Closed,0.0,0.0,SS-000702,Offensive?,No,,Where is it located?,Commercial Property,,,,,,,,,,,Medium,Web,Problem resolved,8/25/2016 10:36,8/25/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,5.0,0.0,1.0,"Graffiti  at 3792 31st Street, San Diego, CA, United States",a massive tag on one of the carport walls in the alley,Other,Graffiti,,,32.7471886-117.1275011,32.7471886,-117.1275011,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"3792 31st Street, San Diego...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000344OGAAY,Street Division Closed Case,4013,001500,060730015004013,4
104477,0.0,Acknowledged,New,0.0,1.0,SS-022292,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Mobile,Problem resolved,9/9/2016 10:17,9/9/2016,9/9/2016 12:47,9/9/2016,,,3.0,1.0,0.0,Graffiti  at 2249 Calle Tortuosa,,Other,Graffiti,,,32.68065380866889-117.0559656155454,32.68065381,-117.0559656,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003pM76AAE,Street Division,2013,003201,060730032012013,2
95977,0.0,Assigned,In process,0.0,1.0,SS-015993,Offensive?,Yes,,Where is it located?,Street or Sidewalk,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 18:33,7/26/2016,8/2/2016 0:05,8/2/2016,,,48.0,1.0,0.0,Graffiti  at 4001?4065 Landis St,There is litter and graffiti all over the walls and sidewalk portion of the Landis Street bridge - almost the entire way across the bridge,Other,Graffiti,,,32.74578123822133-117.1095961333412,32.74578124,-117.1095961,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOPR,INPR,4001#4065 Landis StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CKFEAA4,Street Division,1007,002401,060730024011007,1
98818,95851.0,Closed,Closed,1.0,0.0,SS-000346,Offensive?,No,,Where is it located?,Commercial Property,,,,,,,,,,,Medium,Web,Problem resolved,8/10/2016 23:32,8/10/2016,9/7/2016 0:02,9/7/2016,9/7/2016 0:02,9/7/2016,27.0,0.0,1.0,"Graffiti  at 1100-1126 Park Blvd, San Diego, CA 92101, USA",Multiple graffiti on commercial property are starting to escalate.,Other,Graffiti,,,32.71708910392614-117.15391068382263,32.7170891,-117.1539107,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,1.50001E+11,N,NOCO,CMPL CANC,"1100-1126 Park Blvd, San Di...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uRrAAI,Street Division Closed Case,2006,005200,060730052002006,2
98817,0.0,Assigned,In process,0.0,0.0,SS-018466,Offensive?,No,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,8/10/2016 23:19,8/10/2016,8/25/2016 0:10,8/25/2016,,,32.0,1.0,0.0,"Graffiti  at 4859 Mission Bay Dr, San Diego, CA 92109, USA","Large graffiti on the river wall.'
The wall is located east of the Mission Bay drive and Bluffside Ave intersection.
Photo shows the location 
Chris's Auto Smog and Repair Center is located just behind the wall.",Other,Graffiti,,,32.80955224268062-117.2195580637167,32.80955224,-117.2195581,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOPR,INPR,"4859 Mission Bay Dr, San Di...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uRmAAI,Street Division,2001,007800,060730078002001,2
95971,0.0,Closed,Closed,0.0,0.0,SS-020624,Offensive?,Yes,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,7/26/2016 17:23,7/26/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,13.0,0.0,1.0,"Graffiti  at 4650 Orange Avenue, San Diego, CA, United States","West sidewalk wall to the 4650 Orange Ave residence. Vandalism reads, ""JRS 13 hit man....ECT"" gang related.",Other,Graffiti,,,32.7532995-117.0941958,32.7532995,-117.0941958,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"4650 Orange Avenue, San Die...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CKAJAA4,Street Division Closed Case,1003,002302,060730023021003,1
95970,0.0,Closed,Closed,0.0,0.0,SS-020628,Offensive?,Yes,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,7/26/2016 17:19,7/26/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,13.0,0.0,1.0,"Graffiti  at 4866 Orange Avenue, San Diego, CA, United States","Two gang related Vandalism's to the east alley fence of 4866 Orange Ave.  One reads, ""JRS D Boy"" in red colored paint. Second one reads ""JRSX3 Hitman"" in blue colored paint.",Other,Graffiti,,,32.753331-117.08968,32.753331,-117.08968,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"4866 Orange Avenue, San Die...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK9zAAG,Street Division Closed Case,1010,002707,060730027071010,1
101626,82810.0,Duplicate,New,1.0,0.0,SS-001286,Offensive?,No,,Where is it located?,Other,,,,,,,,,,,Medium,Mobile,Problem resolved,8/25/2016 9:52,8/25/2016,8/25/2016 14:32,8/25/2016,,,18.0,1.0,0.0,"Graffiti  at 2802 54th Frontage Street San Diego, CA 92105",Gang sign?,Other,Graffiti,,,32.734941-117.079949,32.734941,-117.079949,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000343zVAAQ,Street Division,1001,002705,060730027051001,1
95969,0.0,Closed,Closed,0.0,0.0,SS-026873,Offensive?,Yes,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,7/26/2016 17:14,7/26/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,13.0,0.0,1.0,"Graffiti  at 4865 Trojan Avenue, San Diego, CA, United States","East wall to 4865 Trojan Ave address in alley. Vandalism reads ""JRS X3 Hitman casr CHTS"" in blue colored paint. Gang related",Other,Graffiti,,,32.7547648-117.0896439,32.7547648,-117.0896439,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"4865 Trojan Avenue, San Die...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK9aAAG,Street Division Closed Case,1010,002707,060730027071010,1
95964,0.0,Closed,Closed,0.0,0.0,SS-018910,Offensive?,No,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Web,Problem resolved,7/26/2016 16:52,7/26/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,13.0,0.0,1.0,"Graffiti  at 5001-5129 Montezuma Rd, San Diego, CA 92115, USA","Graffiti painted on the Green Utility box on the south side of Montezuma Rd, going east (right pass the apartment complex parking garage gate).",Other,Graffiti,,,32.7702703624999-117.08527240171355,32.77027036,-117.0852724,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"5001-5129 Montezuma Rd, San...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK6vAAG,Street Division Closed Case,4000,002803,060730028034000,4
98803,0.0,Closed,Closed,0.0,1.0,SS-017625,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Mobile,Problem resolved,8/10/2016 20:44,8/10/2016,8/16/2016 0:08,8/16/2016,8/16/2016 0:07,8/16/2016,5.0,0.0,1.0,"Graffiti  at 4301-4343 Marlborough Avenue San Diego, CA 92105",Possibly the traffic light control box for ECB at Marlborough? Sticker(s) and paint/ink,Other,Graffiti,,,32.75528-117.10611,32.75528,-117.10611,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,4301-4343 Marlborough Avenu...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uN6AAI,Street Division Closed Case,2005,002100,060730021002005,2
95962,0.0,Closed,Closed,0.0,0.0,SS-004228,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,7/26/2016 16:44,7/26/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,13.0,0.0,1.0,"Graffiti Removal at 461 BILLOW DR, 92114",GRAFFITI ON WALL,Other,Graffiti,,,32.7097458253612-117.02279247107279,32.70974583,-117.0227925,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOCO,CMPL,"461 BILLOW DR, 92114Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK5JAAW,Street Division Closed Case,1012,003107,060730031071012,1
98802,0.0,Closed,Closed,0.0,1.0,SS-017625,Offensive?,No,,Where is it located?,Street or Sidewalk,,,,,,,,,,,Medium,Mobile,Problem resolved,8/10/2016 20:42,8/10/2016,8/16/2016 0:08,8/16/2016,8/16/2016 0:07,8/16/2016,5.0,0.0,1.0,"Graffiti  at 4301-4343 Marlborough Avenue San Diego, CA 92105",Red curb next to BofA,Other,Graffiti,,,32.75528-117.10611,32.75528,-117.10611,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,4301-4343 Marlborough Avenu...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uMwAAI,Street Division Closed Case,2005,002100,060730021002005,2
95960,0.0,Closed,Closed,0.0,1.0,SS-014400,Offensive?,Yes,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:38,7/26/2016,8/4/2016 0:04,8/4/2016,8/4/2016 0:04,8/4/2016,8.0,0.0,1.0,Graffiti  at 2501?2517 J St,Gang related graffiti,Other,Graffiti,,,32.70943755752659-117.1399392933744,32.70943756,-117.1399393,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,2501#2517 J StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK3cAAG,Street Division Closed Case,2010,004800,060730048002010,2
98800,0.0,Closed,Closed,0.0,0.0,SS-006640,Offensive?,No,,,,,,,,,,,,,,Medium,Mobile,Problem resolved,8/10/2016 20:39,8/10/2016,8/17/2016 0:05,8/17/2016,8/17/2016 0:05,8/17/2016,6.0,0.0,1.0,Graffiti  at 4700?4748 Castana St,Graffiti on wall corner of Castana and 47th,Other,Graffiti,,,32.70666369767468-117.0935498449777,32.7066637,-117.0935498,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,4700#4748 Castana StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uMmAAI,Street Division Closed Case,2004,003304,060730033042004,2
95959,0.0,Assigned,In process,0.0,1.0,SS-000525,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:35,7/26/2016,8/10/2016 0:05,8/10/2016,,,48.0,1.0,0.0,Graffiti  at 505 25th St,Gang related graffiti,Other,Graffiti,,,32.710639815808-117.1399744973678,32.71063982,-117.1399745,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL REFR,505 25th StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK2oAAG,Street Division,2001,004800,060730048002001,2
95955,0.0,Assigned,In process,0.0,1.0,SS-000525,Offensive?,Yes,,Where is it located?,Street Lights,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:32,7/26/2016,8/25/2016 0:10,8/25/2016,,,48.0,1.0,0.0,Graffiti  at 2501?2509 Market St,Gang related graffiti,Other,Graffiti,,,32.71147783848709-117.1401478351253,32.71147784,-117.1401478,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOPR,INPR,2501#2509 Market StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK2KAAW,Street Division,2001,004800,060730048002001,2
95953,0.0,Assigned,In process,0.0,0.0,SS-031974,Offensive?,Yes,,Where is it located?,Street or Sidewalk,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:31,7/26/2016,8/2/2016 0:05,8/2/2016,,,48.0,1.0,0.0,"Graffiti  at 6659 Alvarado Road San Diego, CA 92120",Graffiti on wall west side alvarado road,Other,Graffiti,,,32.777162-117.056736,32.777162,-117.056736,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOPR,INPR,6659 Alvarado Road San Dieg...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK20AAG,Street Division,1001,002904,060730029041001,1
95952,0.0,Acknowledged,New,0.0,0.0,SS-000525,Offensive?,Yes,,Where is it located?,Street Lights,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:29,7/26/2016,7/27/2016 1:48,7/27/2016,,,48.0,1.0,0.0,Graffiti  at 505 25th St,Gang related graffiti,Other,Graffiti,,,32.71069509445942-117.1401592345137,32.71069509,-117.1401592,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK1qAAG,Street Division,2001,004800,060730048002001,2
95951,0.0,Closed,Closed,0.0,1.0,SS-000526,Offensive?,Yes,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:28,7/26/2016,8/4/2016 0:04,8/4/2016,8/4/2016 0:04,8/4/2016,8.0,0.0,1.0,Graffiti  at 2505 Island Ave,Gang related graffiti,Other,Graffiti,,,32.71043898540801-117.1401629225511,32.71043899,-117.1401629,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,2505 Island AveGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK1gAAG,Street Division Closed Case,2005,004800,060730048002005,2
95949,0.0,Closed,Closed,0.0,1.0,SS-000526,Offensive?,Yes,,Where is it located?,Street or Sidewalk,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:27,7/26/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,13.0,0.0,1.0,Graffiti  at 439 25th St,Gang related graffiti,Other,Graffiti,,,32.71018421746111-117.1400879045177,32.71018422,-117.1400879,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,439 25th StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK1CAAW,Street Division Closed Case,2005,004800,060730048002005,2
101600,0.0,Closed,Closed,0.0,1.0,SS-012772,Offensive?,No,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,8/25/2016 7:29,8/25/2016,8/31/2016 0:12,8/31/2016,8/31/2016 0:12,8/31/2016,6.0,0.0,1.0,"Graffiti  at 1901-1949 Grove Ave, San Diego, CA 92154, USA",The fence on the south side of Grove Avenue and east of Saturn Blvd has been tagged.,Other,Graffiti,,,32.57277691559365-117.0925735128975,32.57277692,-117.0925735,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"1901-1949 Grove Ave, San Di...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000342X6AAI,Street Division Closed Case,3005,010110,060730101103005,3
98788,0.0,Closed,Closed,0.0,0.0,SS-001133,Offensive?,Yes,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,8/10/2016 19:13,8/10/2016,8/17/2016 0:05,8/17/2016,8/17/2016 0:05,8/17/2016,6.0,0.0,1.0,Graffiti  at 221?249 47th St,Graffiti on wall,Other,Graffiti,,,32.70635335243559-117.0936082397747,32.70635335,-117.0936082,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,221#249 47th StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uKbAAI,Street Division Closed Case,1004,003304,060730033041004,1
95947,0.0,Closed,Closed,0.0,1.0,SS-000526,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:26,7/26/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,13.0,0.0,1.0,Graffiti  at 401?423 25th St,Gang related graffiti,Other,Graffiti,,,32.70972455389118-117.1401630901891,32.70972455,-117.1401631,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,401#423 25th StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK0TAAW,Street Division Closed Case,2005,004800,060730048002005,2
95945,0.0,Closed,Closed,0.0,1.0,SS-000526,Offensive?,Yes,,Where is it located?,Street Lights,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:25,7/26/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,13.0,0.0,1.0,Graffiti  at 401?423 25th St,Gang related graffiti,Other,Graffiti,,,32.70957678093827-117.1401765012342,32.70957678,-117.1401765,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,401#423 25th StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK0JAAW,Street Division Closed Case,2005,004800,060730048002005,2
95944,0.0,Acknowledged,New,0.0,0.0,SS-014400,Offensive?,Yes,,Where is it located?,Street Lights,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:24,7/26/2016,7/27/2016 2:56,7/27/2016,,,48.0,1.0,0.0,Graffiti  at 2501?2517 J St,Gang related graffiti,Other,Graffiti,,,32.70946115258402-117.1401102003801,32.70946115,-117.1401102,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CK09AAG,Street Division,2010,004800,060730048002010,2
98783,0.0,Closed,Closed,0.0,0.0,SS-015990,Offensive?,No,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Mobile,Problem resolved,8/10/2016 18:35,8/10/2016,8/17/2016 0:05,8/17/2016,8/17/2016 0:05,8/17/2016,6.0,0.0,1.0,Graffiti  at 3633 Landis St,,Other,Graffiti,,,32.74595415688376-117.114651426782,32.74595416,-117.1146514,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,3633 Landis StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uIzAAI,Street Division Closed Case,2014,002401,060730024012014,2
98782,0.0,Acknowledged,New,0.0,0.0,SS-023821,Offensive?,No,,Where is it located?,Park,,,,,,,,,,,Medium,Mobile,Problem resolved,8/10/2016 18:31,8/10/2016,8/12/2016 0:05,8/12/2016,,,33.0,1.0,0.0,Graffiti  at Golden Hill Historic Grotto,"Graffiti on stair leading from Golden Hill Historic Grotto into canyon.  Map locator will not allow proper location to be marked, but it's just on the east side of the grotto between Golden Hill Dr. and Russ Blvd.",Other,Graffiti,,,32.71948588773142-117.1409803701351,32.71948589,-117.1409804,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,,,Golden Hill Historic GrottoGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uIkAAI,Street Division,2070,005600,060730056002070,2
95941,0.0,Closed,Closed,0.0,1.0,SS-014848,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:21,7/26/2016,8/4/2016 0:04,8/4/2016,8/4/2016 0:04,8/4/2016,8.0,0.0,1.0,Graffiti  at 2516 K St,Gang related graffiti,Other,Graffiti,,,32.70853834695435-117.1397341043848,32.70853835,-117.1397341,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,2516 K StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CJzVAAW,Street Division Closed Case,2010,004800,060730048002010,2
95940,0.0,Acknowledged,New,0.0,0.0,SS-014848,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:20,7/26/2016,7/27/2016 2:55,7/27/2016,,,48.0,1.0,0.0,Graffiti  at 2516 K St,Gang related graffiti,Other,Graffiti,,,32.70855179990894-117.1397121437985,32.7085518,-117.1397121,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CJzLAAW,Street Division,2010,004800,060730048002010,2
104436,104099.0,Duplicate,New,1.0,0.0,SS-012400,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,9/9/2016 8:36,9/9/2016,9/9/2016 8:37,9/9/2016,,,3.0,1.0,0.0,Graffiti Removal at 3705 Goodbody St,WHITE SPRAY PAINT TAGS ON SIDEWALK,Other,Graffiti,,,32.582056-117.053581,32.582056,-117.053581,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003pL9UAAU,Street Division,1003,010011,060730100111003,1
95937,0.0,Assigned,In process,0.0,1.0,SS-000528,Offensive?,Yes,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:16,7/26/2016,8/2/2016 0:05,8/2/2016,,,48.0,1.0,0.0,Graffiti  at 237 25th St,Gang related graffiti,Other,Graffiti,,,32.70794448911465-117.1401354299087,32.70794449,-117.1401354,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOPR,INPR,237 25th StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CJyNAAW,Street Division,2014,004800,060730048002014,2
95936,0.0,Closed,Closed,0.0,1.0,SS-015412,Offensive?,Yes,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,7/26/2016 16:14,7/26/2016,8/4/2016 0:04,8/4/2016,8/4/2016 0:04,8/4/2016,8.0,0.0,1.0,Graffiti  at 2500?2520 L St,Gang related graffiti,Other,Graffiti,,,32.70748566373504-117.140070302521,32.70748566,-117.1400703,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,2500#2520 L StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003CJy3AAG,Street Division Closed Case,2014,004800,060730048002014,2
98770,0.0,Closed,Closed,0.0,0.0,,Offensive?,No,,Where is it located?,Commercial Property,,,,,,,,,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,ct.public.information.d11@dot.ca.gov,Medium,Mobile,Problem resolved,8/10/2016 17:27,8/10/2016,8/15/2016 8:23,8/15/2016,8/15/2016 8:23,8/15/2016,5.0,0.0,1.0,"Graffiti  at 1515 California 75 San Diego, CA 92154",Graffiti on north side of building. Located at several other spots at complex.,Other,Graffiti,,,32.583581-117.101197,32.583581,-117.101197,,TRAFFIC - Traffic Control,,Graffiti Removal - Commercial,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032uFCAAY,Street Division Closed Case,3000,010103,060730101033000,3
