incident_num,date_time,day,stno,stdir1,street,streettype,stdir2,stname2,sttype2,call_type,disposition,beat,priority,lat,lon,tract,blockgroup,block ,block
P16040002096,2016-04-02 04:23:36,7,4000,,TAYLOR,ST,,,,1016,A,625.0,2.0,,,,,,
P16040002101,2016-04-02 04:30:09,7,4400,,LA JOLLA VILLAGE,DR,,,,911,CAN,115.0,1.0,,,,,,
P16040002144,2016-04-02 05:54:09,7,0,,47TH,ST,,MARKET,ST,CW,CAN,445.0,1.0,,,,,,
P16040002150,2016-04-02 06:00:35,7,6700,,WANDERMERE,DR,,,,459A,CAN,325.0,1.0,,,,,,
P16040002151,2016-04-02 06:03:49,7,600,,56TH,ST,,,,459A,CAN,431.0,2.0,,,,,,
P16040002157,2016-04-02 06:14:43,7,1700,,MISSOURI,ST,,,,415,A,122.0,2.0,,,,,,
P16040002163,2016-04-02 06:26:03,7,5200,,MT ETNA,DR,,,,459A,CAN,112.0,2.0,,,,,,
P16040002164,2016-04-02 06:29:12,7,0,W,CALLE PRIMERA,,,VIA DE SAN YSIDRO,,CW,A,712.0,1.0,,,,,,
P16040002167,2016-04-02 06:34:34,7,12000,,SCRIPPS HIGHLANDS,DR,,,,415,CAN,246.0,2.0,,,,,,
P16040002178,2016-04-02 06:55:40,7,4100,,33RD,ST,,,,647F,A,838.0,2.0,,,,,,
P16040002183,2016-04-02 07:00:18,7,2000,,ZOO,PL,,,,459A,CAN,531.0,2.0,,,,,,
P16040002187,2016-04-02 07:05:37,7,8700,,COSTA VERDE,BL,,,,CC,CAN,115.0,2.0,,,,,,
P16040002193,2016-04-02 07:08:06,7,7800,,CLAIREMONT MESA,BL,,,,459A,CAN,313.0,2.0,,,,,,
P16040002209,2016-04-02 07:22:02,7,2600,,EAST MISSION BAY,DR,,,,1016,A,123.0,2.0,,,,,,
P16040002210,2016-04-02 07:22:45,7,500,,10TH,AV,,,,1016,A,521.0,2.0,,,,,,
P16040002223,2016-04-02 07:34:11,7,0,,DIAMOND,ST,,OCEAN,BL,23152,A,122.0,2.0,,,,,,
P16040002231,2016-04-02 07:44:32,7,3600,,BYRD,ST,,,,911,CAN,723.0,1.0,,,,,,
P16040002238,2016-04-02 07:52:15,7,2600,,MYRTLE,AV,,,,415V,A,813.0,1.0,,,,,,
P16040002268,2016-04-02 08:18:25,7,1500,,HARVEY MILK,ST,,,,1016,A,627.0,2.0,,,,,,
P16040002284,2016-04-02 08:32:29,7,0,,GENESEE,AV,,NOBEL,DR,1016,A,115.0,2.0,,,,,,
P16040002288,2016-04-02 08:35:03,7,4900,,DEATON,DR,,,,415V,CAN,447.0,1.0,,,,,,
P16040002301,2016-04-02 08:41:30,7,200,,16TH,ST,,,,415,A,521.0,2.0,,,,,,
P16040002308,2016-04-02 08:45:56,7,0,,E,ST,,PARK,BL,1016,A,521.0,2.0,,,,,,
P16040002316,2016-04-02 08:52:04,7,11500,,WEST BERNARDO,CT,,,,911,CAN,234.0,1.0,,,,,,
P16040002341,2016-04-02 09:19:30,7,6300,,BENSON,AV,,,,459A,CAN,452.0,1.0,,,,,,
P16040002369,2016-04-02 09:39:25,7,6000,,UNIVERSITY,AV,,,,1151,A,823.0,2.0,,,,,,
P16040002382,2016-04-02 09:50:05,7,1500,,GRAND,AV,,,,911,CAN,122.0,1.0,,,,,,
P16040002394,2016-04-02 09:57:52,7,2400,,ROLL,DR,,,,911,CAN,713.0,1.0,,,,,,
P16040002426,2016-04-02 10:21:30,7,5900,,VISTA SAN GUADALUPE,,,,,911,CAN,725.0,1.0,,,,,,
P16040002437,2016-04-02 10:29:20,7,1600,,FRONT,ST,,,,911,CAN,528.0,1.0,,,,,,
P16040002455,2016-04-02 10:45:26,7,13000,,PASEO LUCIDO,,,,,10852R,CAN,234.0,4.0,,,,,,
P16040002484,2016-04-02 11:10:18,7,4200,,BALBOA,AV,,,,911,CAN,114.0,1.0,,,,,,
P16040002488,2016-04-02 11:11:36,7,7100,,EADS,AV,,,,911,CAN,124.0,1.0,,,,,,
P16040002512,2016-04-02 11:32:11,7,4400,,RUFFIN,RD,,,,459A,CAN,313.0,2.0,,,,,,
P16040002535,2016-04-02 11:54:10,7,8500,,VILLA LA JOLLA,DR,,,,CW,CAN,124.0,1.0,,,,,,
P16040002537,2016-04-02 11:55:02,7,4900,,NEWPORT,AV,,,,1016,AT,614.0,2.0,,,,,,
P16040002550,2016-04-02 12:10:41,7,0,,1ST,AV,,WASHINGTON,ST,647F,A,627.0,2.0,,,,,,
P16040002555,2016-04-02 12:12:09,7,4400,,MT CASTLE,AV,,,,1016,A,112.0,2.0,,,,,,
P16040002582,2016-04-02 12:35:49,7,2500,,TRUXTUN,RD,,,,459A,CAN,611.0,2.0,,,,,,
P16040002585,2016-04-02 12:40:07,7,300,,WASHINGTON,ST,,,,1016,A,627.0,2.0,,,,,,
P16040002590,2016-04-02 12:42:22,7,5300,,MONROE,AV,,,,911,CAN,824.0,1.0,,,,,,
P16040002594,2016-04-02 12:46:10,7,6500,,GLIDDEN,ST,,,,459A,CAN,621.0,1.0,,,,,,
P16040002607,2016-04-02 12:56:34,7,5100,,MISSION CENTER,RD,,,,20002,CAN,315.0,2.0,,,,,,
P16040002608,2016-04-02 12:58:13,7,4800,,WYCONDA,LN,,,,415,CAN,446.0,2.0,,,,,,
P16040002628,2016-04-02 13:12:08,7,3500,,SPORTS ARENA,BL,,,,415,CAN,611.0,2.0,,,,,,
P16040002632,2016-04-02 13:14:06,7,2300,,4TH,AV,,,,911,CAN,529.0,1.0,,,,,,
P16040002643,2016-04-02 13:21:00,7,600,,SATURN,BL,,,,1016,A,721.0,2.0,,,,,,
P16040002663,2016-04-02 13:41:02,7,3400,,COLLEGE,AV,,,,911,CAN,451.0,1.0,,,,,,
P16040002667,2016-04-02 13:49:25,7,1200,,IMPERIAL,AV,,,,911P,CAN,541.0,2.0,,,,,,
P16040002689,2016-04-02 14:04:58,7,600,,HOTEL CIRCLE SOUTH,,,,,911,CAN,623.0,1.0,,,,,,
P16040002708,2016-04-02 14:23:00,7,1300,,ORO VISTA,RD,,,,5150V,A,722.0,,,,,,,
P16040002713,2016-04-02 14:29:00,7,1500,,SHERBROOKE,ST,,,,FU,CAN,437.0,2.0,,,,,,
P16040002722,2016-04-02 14:33:28,7,4300,,37TH,ST,,,,5150,A,811.0,2.0,,,,,,
P16040002733,2016-04-02 14:44:03,7,3400,,COLLEGE,AV,,,,911,CAN,451.0,1.0,,,,,,
P16040002736,2016-04-02 14:46:34,7,1400,,FRONT,ST,,,,WARRANT,A,526.0,3.0,,,,,,
P16040002745,2016-04-02 14:50:52,7,4000,,52ND,ST,,,,1016,A,826.0,2.0,,,,,,
P16040002750,2016-04-02 14:54:57,7,2800,,AVNDA DE PORTUGAL,,,,,459A,CAN,615.0,2.0,,,,,,
P16040002760,2016-04-02 15:01:34,7,3700,,JOHN J MONTGOMERY,DR,,,,23152CR,A,313.0,2.0,,,,,,
P16040002784,2016-04-02 15:20:07,7,2500,,IMPERIAL,AV,,,,1016,A,512.0,2.0,,,,,,
P16040002786,2016-04-02 15:21:40,7,8500,,VILLA LA JOLLA,DR,,,,20002R,A,124.0,2.0,,,,,,
P16040002789,2016-04-02 15:26:22,7,1600,,CAM DEL RIO NORTH,,,,,1016,A,315.0,2.0,,,,,,
P16040002805,2016-04-02 15:36:30,7,3700,,MT ALMAGOSA,PL,,,,1146,CAN,112.0,,,,,,,
P16040002807,2016-04-02 15:37:48,7,0,,8TH AVENUE,DR,,BALBOA,DR,417,A,531.0,,,,,,,
P16040002863,2016-04-02 16:19:58,7,0,S,49TH,ST,,LOGAN,AV,10851,A,446.0,1.0,,,,,,
P16040002867,2016-04-02 16:22:40,7,1600,,GUY,ST,,,,CW,A,628.0,1.0,,,,,,
P16040002872,2016-04-02 16:27:41,7,100,,ELM,ST,,,,415V,A,529.0,1.0,,,,,,
P16040002880,2016-04-02 16:33:43,7,0,,22ND,ST,,COMMERCIAL,ST,415,A,512.0,2.0,,,,,,
P16040002892,2016-04-02 16:40:37,7,700,,8TH,AV,,,,488R,CAN,524.0,3.0,,,,,,
P16040002902,2016-04-02 16:47:00,7,3700,,LA JOLLA VILLAGE,DR,,,,911,CAN,115.0,1.0,,,,,,
P16040002912,2016-04-02 16:53:38,7,11200,,BOOTES,ST,,,,1016,A,242.0,2.0,,,,,,
P16040002941,2016-04-02 17:16:45,7,4200,,ESTRELLA,AV,,,,1016,A,826.0,2.0,,,,,,
P16040002983,2016-04-02 17:41:57,7,1300,S,43RD,ST,,,,911P,CAN,442.0,2.0,,,,,,
P16040003011,2016-04-02 18:00:36,7,600,,MARKET,ST,,,,911,CAN,524.0,1.0,,,,,,
P16040003025,2016-04-02 18:08:58,7,3200,,E,ST,,,,415V,A,516.0,1.0,,,,,,
P16040003065,2016-04-02 18:39:19,7,2200,,POINSETTIA,DR,,,,1016,A,613.0,2.0,,,,,,
P16040003075,2016-04-02 18:46:16,7,3400,,MIDWAY,DR,,,,415,A,611.0,2.0,,,,,,
P16040003079,2016-04-02 18:49:26,7,2100,,IMPERIAL,AV,,,,459A,CAN,514.0,2.0,,,,,,
P16040003094,2016-04-02 19:02:02,7,0,,JEWELL,ST,,THOMAS,AV,CW,A,122.0,1.0,,,,,,
P16040003097,2016-04-02 19:06:21,7,6900,,CACTUS,CT,,,,459A,CAN,713.0,2.0,,,,,,
P16040003138,2016-04-02 19:35:05,7,1000,,1ST,AV,,,,314,A,524.0,2.0,,,,,,
P16040003158,2016-04-02 19:49:58,7,3200,,SPORTS ARENA,BL,,,,1016,CAN,611.0,2.0,,,,,,
P16040003165,2016-04-02 19:59:36,7,3900,,UNIVERSITY,AV,,,,1016,A,838.0,2.0,,,,,,
P16040003167,2016-04-02 20:00:51,7,7000,,FRIARS,RD,,,,211,A,623.0,1.0,,,,,,
P16040003170,2016-04-02 20:01:28,7,7000,,FRIARS,RD,,,,42680,CAN,623.0,1.0,,,,,,
P16040003195,2016-04-02 20:14:23,7,2900,,CLAY,AV,,,,415V,A,512.0,1.0,,,,,,
P16040003219,2016-04-02 20:26:43,7,2400,,GRAND,AV,,,,1186,A,122.0,,,,,,,
P16040003224,2016-04-02 20:31:25,7,1200,,GARNET,AV,,,,647F,A,122.0,2.0,,,,,,
P16040003226,2016-04-02 20:32:15,7,0,,163,,,,,SIG,CAN,623.0,2.0,,,,,,
P16040003235,2016-04-02 20:39:55,7,12000,,CARMEL COUNTRY,RD,,,,488,A,934.0,2.0,,,,,,
P16040003257,2016-04-02 20:56:34,7,0,,25TH,ST,,B,ST,1150,A,517.0,1.0,,,,,,
P16040003268,2016-04-02 21:03:01,7,8500,,NOTTINGHAM,PL,,,,459A,CAN,124.0,1.0,,,,,,
P16040003296,2016-04-02 21:16:06,7,4000,,44TH,ST,,,,415N,A,831.0,3.0,,,,,,
P16040003312,2016-04-02 21:25:23,7,0,,BAYARD,ST,,GARNET,AV,1016,A,122.0,2.0,,,,,,
P16040003317,2016-04-02 21:28:29,7,900,,F,ST,,,,245,A,521.0,,,,,,,
P16040003341,2016-04-02 21:48:47,7,7000,,FRIARS,RD,,,,459A,CAN,623.0,2.0,,,,,,
P16040003343,2016-04-02 21:49:35,7,900,,5TH,AV,,,,459A,CAN,523.0,2.0,,,,,,
P16040003351,2016-04-02 21:56:39,7,4000,,OREGON,ST,,,,RJ,CAN,813.0,2.0,,,,,,
P16040003352,2016-04-02 21:57:37,7,100,S,MEADOWBROOK,DR,,,,1016,A,437.0,2.0,,,,,,
P16040003394,2016-04-02 22:21:16,7,0,W,BROADWAY,,,PACIFIC,HY,417,A,522.0,1.0,,,,,,
P16040003402,2016-04-02 22:25:00,7,11500,,WINDCREST,LN,,,,5150,CAN,232.0,2.0,,,,,,
P16040003430,2016-04-02 22:42:49,7,900,,GARNET,AV,,,,1016,A,122.0,2.0,,,,,,
P16040003431,2016-04-02 22:43:55,7,700,,ANACAPA,CT,,,,911,CAN,121.0,1.0,,,,,,
P16040003436,2016-04-02 22:46:41,7,0,,FOR OFCR WASCO UT 521V2,,,,,1021,CAN,500.0,3.0,,,,,,
P16040003440,2016-04-02 22:48:45,7,0,,32ND,ST,,COMMERCIAL,ST,415V,A,512.0,1.0,,,,,,
P16040003453,2016-04-02 22:56:52,7,200,,6TH,AV,,,,911,CAN,521.0,1.0,,,,,,
P16040003462,2016-04-02 23:02:20,7,900,,GARNET,AV,,,,1016,A,122.0,2.0,,,,,,
P16040003473,2016-04-02 23:08:23,7,4700,,MISSION,BL,,,,415,CAN,122.0,2.0,,,,,,
P16040003481,2016-04-02 23:12:32,7,0,,800-1200 GARNET,,,,,SELENF,A,100.0,3.0,,,,,,
P16040003499,2016-04-02 23:23:47,7,800,,HORNBLEND,ST,,,,1016,A,122.0,2.0,,,,,,
P16040003517,2016-04-02 23:33:10,7,0,,CAM DE LA REINA,,,CAM DE LA SIESTA,,1016,A,315.0,2.0,,,,,,
P16040003523,2016-04-02 23:37:55,7,1200,,DELEVAN,DR,,,,586,CAN,518.0,,,,,,,
P16040003568,2016-04-03 00:04:58,1,1000,,BROADWAY,,,,,415N,CAN,524.0,3.0,,,,,,
P16040003577,2016-04-03 00:10:19,1,1900,,THOMAS,AV,,,,42680,CAN,122.0,1.0,,,,,,
P16040003599,2016-04-03 00:22:34,1,1100,,3RD,AV,,,,415,CAN,524.0,2.0,,,,,,
P16040003611,2016-04-03 00:36:25,1,3900,,30TH,ST,,,,647F,A,813.0,2.0,,,,,,
P16040003613,2016-04-03 00:36:41,1,1100,,GARNET,AV,,,,415V,A,122.0,1.0,,,,,,
P16040003620,2016-04-03 00:39:46,1,2100,,FENTON,PY,,,,459A,CAN,315.0,2.0,,,,,,
P16040003631,2016-04-03 00:49:10,1,800,,5TH,AV,,,,415,A,523.0,2.0,,,,,,
P16040003645,2016-04-03 00:59:32,1,0,,ILLINOIS,ST,,LINCOLN,AV,1016,A,813.0,2.0,,,,,,
P16040003646,2016-04-03 00:59:40,1,0,,30TH,ST,,EL CAJON,BL,NARC,A,813.0,2.0,,,,,,
P16040003647,2016-04-03 01:00:07,1,1800,,JULIAN,AV,,,,586,CAN,512.0,,,,,,,
P16040003657,2016-04-03 01:10:27,1,4200,,49TH,ST,,,,1016,A,826.0,2.0,,,,,,
P16040003680,2016-04-03 01:23:09,1,0,,SHILOH,RD,,UNIVERSITY,AV,1016,A,827.0,2.0,,,,,,
P16040003682,2016-04-03 01:23:44,1,5000,,NEWPORT,AV,,,,415,A,614.0,2.0,,,,,,
P16040003684,2016-04-03 01:25:20,1,12600,,NORTH TORREY PINES,RD,,,,1016,A,932.0,2.0,,,,,,
P16040003722,2016-04-03 01:58:29,1,5600,,BALBOA ARMS,DR,,,,911,CAN,111.0,1.0,,,,,,
P16040003729,2016-04-03 02:04:48,1,0,,EVERTS,ST,,GARNET,AV,1016,A,122.0,2.0,,,,,,
P16040003736,2016-04-03 02:08:20,1,0,,GRAND,AV,,MISSION,BL,1016,A,122.0,2.0,,,,,,
P16040003751,2016-04-03 02:23:21,1,0,,CHOCTAW,DR,,EL CAJON,BL,CW,A,821.0,1.0,,,,,,
P16040003762,2016-04-03 02:28:21,1,1600,,FERN,ST,,,,PARTY,CAN,518.0,3.0,,,,,,
P16040003775,2016-04-03 02:36:53,1,700,,GARNET,AV,,,,1016,A,122.0,2.0,,,,,,
P16040003799,2016-04-03 03:04:54,1,600,,MARKET,ST,,,,911,CAN,524.0,1.0,,,,,,
P16040003806,2016-04-03 03:10:24,1,0,,OCEAN,BL,,REED,AV,487R,CAN,122.0,3.0,,,,,,
P16040003819,2016-04-03 03:27:40,1,600,,K,ST,,,,911,CAN,521.0,1.0,,,,,,
P16040003832,2016-04-03 03:48:46,1,8500,,COSTA VERDE,BL,,,,911,CAN,115.0,1.0,,,,,,
P16040003845,2016-04-03 04:17:11,1,0,,14TH,ST,,ISLAND,AV,415N,CAN,521.0,3.0,,,,,,
P16040003862,2016-04-03 05:11:30,1,14900,,AVNDA VENUSTO,,,,,FU,CAN,234.0,2.0,,,,,,
P16040003867,2016-04-03 05:19:08,1,400,,SYCAMORE,RD,,,,RJ,CAN,712.0,2.0,,,,,,
P16040003878,2016-04-03 05:44:28,1,1400,,HOTEL CIRCLE NORTH,,,,,211-SUSP,A,623.0,1.0,,,,,,
P16040003891,2016-04-03 06:30:48,1,6500,,UNIVERSITY,AV,,,,1016,A,841.0,2.0,,,,,,
P16040003892,2016-04-03 06:31:02,1,9800,,GENESEE,AV,,,,417,A,115.0,,,,,,,
P16040003894,2016-04-03 06:32:36,1,3800,,GOVERNOR,DR,,,,459A,CAN,115.0,2.0,,,,,,
P16040003912,2016-04-03 07:04:08,1,0,,DWIGHT,ST,,LOUISIANA,ST,1146,A,813.0,,,,,,,
P16040003921,2016-04-03 07:11:37,1,3100,,IRIS,AV,,,,242,A,723.0,1.0,,,,,,
P16040003927,2016-04-03 07:16:12,1,4000,,3RD,AV,,,,415,CAN,627.0,2.0,,,,,,
P16040003934,2016-04-03 07:24:14,1,1500,,COMMERCIAL,ST,,,,1016,A,521.0,2.0,,,,,,
P16040003938,2016-04-03 07:30:51,1,4300,,EL CAJON,BL,,,,459A,CAN,825.0,2.0,,,,,,
P16040003990,2016-04-03 08:22:41,1,300,,WASHINGTON,ST,,,,CW,A,627.0,1.0,,,,,,
P16040003992,2016-04-03 08:22:51,1,3500,,INDIA,ST,,,,415,A,628.0,2.0,,,,,,
P16040003994,2016-04-03 08:25:19,1,3400,,TOMPKINS,ST,,,,911,CAN,444.0,1.0,,,,,,
P16040003997,2016-04-03 08:32:46,1,500,S,39TH,ST,,,,415V,A,441.0,1.0,,,,,,
P16040004033,2016-04-03 09:11:43,1,4500,,LA JOLLA VILLAGE,DR,,,,911,CAN,115.0,1.0,,,,,,
P16040004046,2016-04-03 09:19:39,1,300,,HILL SB,ST,,,,1016,A,712.0,1.0,,,,,,
P16040004050,2016-04-03 09:20:54,1,6100,,GREENWICH,DR,,,,459A,CAN,115.0,2.0,,,,,,
P16040004064,2016-04-03 09:34:23,1,3000,,ARMSTRONG,ST,,,,242R,A,621.0,3.0,,,,,,
P16040004075,2016-04-03 09:45:01,1,100,,HARBOR,DR,,,,459A,CAN,522.0,2.0,,,,,,
P16040004084,2016-04-03 09:49:42,1,0,,123J1 DOUGLAS,,,,,1021,CAN,123.0,3.0,,,,,,
P16040004089,2016-04-03 09:51:31,1,500,W,BROADWAY,,,,,415,A,524.0,2.0,,,,,,
P16040004117,2016-04-03 10:19:44,1,5000,,LA JOLLA,BL,,,,459A,CAN,122.0,1.0,,,,,,
P16040004119,2016-04-03 10:21:10,1,200,,J,ST,,,,911,CAN,522.0,1.0,,,,,,
P16040004120,2016-04-03 10:23:41,1,3700,,54TH,ST,,,,314,A,822.0,2.0,,,,,,
P16040004145,2016-04-03 10:44:43,1,4900,,NEWPORT,AV,,,,242,A,614.0,1.0,,,,,,
P16040004149,2016-04-03 10:46:17,1,1600,,CAM DEL RIO NORTH,,,,,459A,CAN,315.0,2.0,,,,,,
P16040004185,2016-04-03 11:10:16,1,9100,,BUCKWHEAT,ST,,,,911,CAN,233.0,1.0,,,,,,
P16040004188,2016-04-03 11:12:57,1,6500,,CAMTO CATALAN,,,,,459A,CAN,124.0,1.0,,,,,,
P16040004205,2016-04-03 11:28:17,1,6600,,MISSION GORGE,RD,,,,911,CAN,322.0,1.0,,,,,,
P16040004212,2016-04-03 11:36:04,1,2800,,GRAPE,ST,,,,415V,A,518.0,1.0,,,,,,
P16040004219,2016-04-03 11:45:39,1,3200,,SANTO,RD,,,,459A,CAN,312.0,2.0,,,,,,
P16040004246,2016-04-03 12:12:04,1,4700,,PACIFIC,HY,,,,911,CAN,625.0,1.0,,,,,,
P16040004268,2016-04-03 12:32:36,1,100,W,C,ST,,,,911,CAN,524.0,1.0,,,,,,
P16040004270,2016-04-03 12:33:58,1,12500,,EL CAMINO REAL,,,,,5150,AM,934.0,2.0,,,,,,
P16040004290,2016-04-03 13:02:51,1,1500,,PASEO AURORA,,,,,459A,CAN,725.0,1.0,,,,,,
P16040004298,2016-04-03 13:11:52,1,2100,,CRANDALL,DR,,,,459A,CAN,621.0,1.0,,,,,,
P16040004313,2016-04-03 13:26:46,1,0,,LINCOLN,AV,,WASHINGTON,ST,42682,A,624.0,,,,,,,
P16040004368,2016-04-03 14:24:31,1,0,,54TH,ST,,UNIVERSITY,AV,LOJACK,A,822.0,1.0,,,,,,
P16040004370,2016-04-03 14:25:54,1,5000,,NEWPORT,AV,,,,415V,A,614.0,1.0,,,,,,
P16040004374,2016-04-03 14:27:50,1,4000,,EVERTS,ST,,,,911,CAN,122.0,1.0,,,,,,
P16040004382,2016-04-03 14:34:22,1,10200,,CAMTO CUERVO,,,,,911,CAN,321.0,1.0,,,,,,
P16040004384,2016-04-03 14:37:28,1,0,,MISSION,BL,,REED,AV,647F,A,122.0,2.0,,,,,,
P16040004389,2016-04-03 14:40:06,1,6300,,CLYDE,AV,,,,911,CAN,438.0,1.0,,,,,,
P16040004404,2016-04-03 14:53:23,1,6100,,DOROTHY,DR,,,,1131A,CAN,327.0,1.0,,,,,,
P16040004406,2016-04-03 14:55:40,1,100,,CAM DE LA REINA,,,,,5150,A,623.0,2.0,,,,,,
P16040004410,2016-04-03 14:57:38,1,3100,,MISSION,BL,,,,415,CAN,121.0,2.0,,,,,,
P16040004413,2016-04-03 15:00:36,1,3800,,INGRAHAM,ST,,,,5150,A,122.0,2.0,,,,,,
P16040004416,2016-04-03 15:03:06,1,7200,,JACMAR,AV,,,,459A,CAN,436.0,1.0,,,,,,
P16040004422,2016-04-03 15:06:47,1,0,,MISSION,BL,,REED,AV,20002R,CAN,122.0,2.0,,,,,,
P16040004437,2016-04-03 15:14:16,1,0,W,BROADWAY,,,KETTNER,BL,415PP,CAN,522.0,2.0,,,,,,
P16040004443,2016-04-03 15:16:17,1,700,,NARWHAL,ST,,,,MP,CAN,723.0,,,,,,,
P16040004447,2016-04-03 15:20:00,1,2000,S,42ND,ST,,,,1087,CAN,443.0,2.0,,,,,,
P16040004451,2016-04-03 15:21:21,1,200,,C,ST,,,,1016,AT,524.0,2.0,,,,,,
P16040004460,2016-04-03 15:28:17,1,4700,,PACIFIC,HY,,,,911,CAN,625.0,1.0,,,,,,
P16040004471,2016-04-03 15:35:52,1,6000,,UNIVERSITY,AV,,,,415,CAN,822.0,2.0,,,,,,
P16040004505,2016-04-03 15:56:05,1,0,,HORNBLEND,ST,,INGRAHAM,ST,CW,A,122.0,1.0,,,,,,
P16040004522,2016-04-03 16:08:26,1,1300,,GRAND,AV,,,,INFO,CAN,122.0,2.0,,,,,,
P16040004529,2016-04-03 16:12:27,1,0,,FRIARS,RD,,MISSION GORGE,RD,1016,A,321.0,2.0,,,,,,
P16040004546,2016-04-03 16:24:41,1,3700,,47TH,ST,,,,415,A,833.0,2.0,,,,,,
P16040004580,2016-04-03 16:46:59,1,4500,,BRIGHTON,AV,,,,459A,CAN,613.0,1.0,,,,,,
P16040004622,2016-04-03 17:25:33,1,600,,MARKET,ST,,,,911,CAN,524.0,1.0,,,,,,
P16040004643,2016-04-03 17:36:02,1,1300,,NATIONAL,AV,,,,911P,CAN,521.0,2.0,,,,,,
P16040004648,2016-04-03 17:38:54,1,5900,,FAIRMOUNT,AV,,,,1016,A,321.0,2.0,,,,,,
P16040004651,2016-04-03 17:42:45,1,5500,,CARMEN,ST,,,,415N,CAN,451.0,3.0,,,,,,
P16040004658,2016-04-03 17:45:48,1,9800,,STONECREST,BL,,,,1016,A,311.0,2.0,,,,,,
P16040004660,2016-04-03 17:46:37,1,200,,FLOWERDALE,LN,,,,5150,CAN,436.0,2.0,,,,,,
P16040004667,2016-04-03 17:49:10,1,3000,,HEALTH CENTER,DR,,,,911,CAN,314.0,1.0,,,,,,
P16040004670,2016-04-03 17:52:26,1,6900,,FRIARS,RD,,,,1016,A,623.0,2.0,,,,,,
P16040004675,2016-04-03 17:53:39,1,4100,,MISSION,BL,,,,647F,CAN,122.0,2.0,,,,,,
P16040004683,2016-04-03 17:59:34,1,700,,GRAND,AV,,,,1016,A,122.0,2.0,,,,,,
P16040004689,2016-04-03 18:06:31,1,1600,,ROBINSON,AV,,,,594,A,627.0,2.0,,,,,,
P16040004690,2016-04-03 18:07:00,1,400,,EUCLID,AV,,,,911P,CAN,446.0,2.0,,,,,,
P16040004698,2016-04-03 18:11:05,1,5100,,COLLEGE,AV,,,,1016,A,326.0,2.0,,,,,,
P16040004703,2016-04-03 18:12:45,1,3100,,SPORTS ARENA,BL,,,,415,AT,611.0,2.0,,,,,,
P16040004719,2016-04-03 18:22:01,1,3900,,32ND,ST,,,,5150,A,813.0,2.0,,,,,,
P16040004722,2016-04-03 18:25:07,1,3600,,BILLMAN,ST,,,,1016,A,841.0,2.0,,,,,,
P16040004725,2016-04-03 18:26:27,1,6200,,CYPRESS POINT,RD,,,,459A,CAN,323.0,1.0,,,,,,
P16040004744,2016-04-03 18:46:46,1,6500,,MALLARD,ST,,,,415V,A,435.0,1.0,,,,,,
P16040004746,2016-04-03 18:48:36,1,3100,,SPORTS ARENA,BL,,,,415W,A,611.0,1.0,,,,,,
P16040004751,2016-04-03 18:50:24,1,2100,,BLUEBIRD,ST,,,,PARTY,CAN,433.0,3.0,,,,,,
P16040004757,2016-04-03 18:53:21,1,0,,13TH SB,ST,,PALM SB,AV,1016,A,721.0,2.0,,,,,,
P16040004760,2016-04-03 18:57:28,1,0,,16TH,ST,,K,ST,1016,A,521.0,2.0,,,,,,
P16040004781,2016-04-03 19:12:21,1,900,,PARK,BL,,,,911,CAN,521.0,1.0,,,,,,
P16040004782,2016-04-03 19:12:45,1,4700,,CLAIREMONT MESA,BL,,,,242R,CAN,114.0,3.0,,,,,,
P16040004791,2016-04-03 19:16:42,1,6800,,WUNDERLIN,AV,,,,1181R,CAN,433.0,2.0,,,,,,
P16040004809,2016-04-03 19:35:39,1,1300,,7TH,AV,,,,NARC,CAN,524.0,2.0,,,,,,
P16040004818,2016-04-03 19:43:09,1,900,,9TH,AV,,,,5150,CAN,524.0,2.0,,,,,,
P16040004819,2016-04-03 19:44:50,1,7500,,GIRARD,AV,,,,1016,CAN,124.0,2.0,,,,,,
P16040004830,2016-04-03 19:51:09,1,5400,,SANTA MARGARITA,ST,,,,586,CAN,432.0,,,,,,,
P16040004863,2016-04-03 20:17:21,1,2500,,ROSEVIEW,PL,,,,415,CAN,836.0,2.0,,,,,,
P16040004894,2016-04-03 20:43:38,1,3600,,CAM DEL RIO SOUTH,,,,,459A,CAN,315.0,2.0,,,,,,
P16040004895,2016-04-03 20:43:47,1,9600,,AERO,DR,,,,1016,A,313.0,2.0,,,,,,
P16040004914,2016-04-03 20:58:11,1,200,,C,ST,,,,5150,CAN,524.0,2.0,,,,,,
P16040004925,2016-04-03 21:10:14,1,0,,GESNER,ST,,LLOYD,ST,1183,A,116.0,,,,,,,
P16040004947,2016-04-03 21:26:38,1,3900,,FLORENCE,ST,,,,594R,CAN,441.0,3.0,,,,,,
P16040004959,2016-04-03 21:35:23,1,5100,,FEDERAL,BL,,,,602,CAN,451.0,2.0,,,,,,
P16040004968,2016-04-03 21:40:59,1,0,,FAIRMOUNT,AV,,ORANGE,AV,1016,A,831.0,2.0,,,,,,
P16040004973,2016-04-03 21:43:56,1,0,,5TH,AV,,BROADWAY,,451,A,523.0,1.0,,,,,,
P16040004999,2016-04-03 21:58:24,1,0,,FLORIDA,DR,,PERSHING,DR,415,A,531.0,2.0,,,,,,
P16040005005,2016-04-03 22:03:34,1,200,S,38TH,ST,,,,594,A,441.0,2.0,,,,,,
P16040005009,2016-04-03 22:06:53,1,0,,CARMEL MTN,RD,,PASEO MONTALBAN,,1150,A,233.0,1.0,,,,,,
